source_block,candidate_rank,work_id,text_sha256,reasons
7,8102,W4246836698,1ef8d168c9417e4cb3add68b7376a6006a0ab81b51df8c2a1352cd94f324879a,"[""clear_non_english_abstract""]"
7,8175,W2062419980,ef01781c88593f24c2af97dd541b41aad640a784f0e659b96a598c4ceb2fe6f1,"[""non_abstract:reviewed_non_abstract_template""]"
7,8201,W2206144127,df0620881433626550b6fa569fef13314f1fb874d232e0ba1aab94b0c0b44c02,"[""clear_non_english_abstract""]"
7,8326,W4245159045,6e69a8f85a4da165b083d06d585c056f0746429cf5d732618785f6afe3f8575b,"[""clear_non_english_abstract""]"
7,8371,W4240646437,615e588ec3ab9082e1c3978dab761e2b02a9fca11fc01e806e119192d61721a0,"[""non_abstract:reviewed_non_abstract_template""]"
7,8383,W4391294569,3fbd16a55f53031e60671e61a3ac7c5663b969e29c83bd5f231d1b00eeaaa153,"[""clear_non_english_abstract""]"
7,8468,W3103744810,e1a6e5a783dcaaacecf0e3f1e931bf55847080854fc4023e4dec87bf8638ebaa,"[""clear_non_english_abstract""]"
7,8528,W4390169481,622f8c04889178a6c3ed75587c071443756a64315e2aa141038c057c0b94bb31,"[""clear_non_english_abstract""]"
7,8548,W3198557842,928e8216904cb82042b662f5f34d160319fb91ae3bf6f00286284870291457b1,"[""clear_non_english_abstract""]"
7,8677,W3098700440,1b4cdfb71b1d011b9dd5cb0a74555c922e38e8edb97e391095411ba001b2c232,"[""clear_non_english_abstract""]"
7,8683,W4300188588,6d70eaa1cda004459854b2fbd266f48807e70f58128143048f2e48bab52f00c9,"[""clear_non_english_abstract""]"
7,8829,W2404414014,dacedefa8ed321c10d4377778c0ba30f35628ada6648974e979104081c0888f1,"[""clear_non_english_abstract""]"
7,8879,W2980847336,6d8fb712d59745ba6393e37da523d999c90dfc6585c904d778ef62a6c634c72a,"[""clear_non_english_abstract""]"
7,8933,W3007812902,7201703123963a028bd300576df322b136b15262e2884dae3ee5f67b9a23e69d,"[""non_abstract:reviewed_non_abstract_template""]"
7,8992,W3184681447,0a3e4c7e28f73e5a7a1dfc7df6945f7f2b1edc5525497e9865572bdd4b1c0490,"[""clear_non_english_abstract""]"
7,9061,W2794098721,7c497eec3826960e4cf8f3fcff152abc1c902d30951529faa2145e6d204008a7,"[""clear_non_english_abstract""]"
7,9064,W2756734282,0db82087fcd468601fca3d6ce9d3d0185f95fe06e7425460083d61ecd6b8afed,"[""non_abstract:reviewed_non_abstract_template""]"
7,9365,W4280593491,180489798e56ceb7c829a3974c30face716271d20a28a4d9143a03ce647ab84c,"[""non_abstract:reviewed_non_abstract_template""]"
7,9458,W1569026101,9301781519ea191ee6036f5dcb8c7757edc111f17bed57b43f3080e122f281b9,"[""clear_non_english_abstract""]"
7,9496,W3124770317,3f14ffbdeb5ff41fe44796ec5742eae94d1e04054e514f3ce97573a861fca711,"[""clear_non_english_abstract""]"
7,9701,W2341129116,b10414cffe7f9545836362024900e5e807069a98f76c525d5a23c1abe8ac8aa2,"[""clear_non_english_abstract""]"
7,9792,W585062118,6429b47978b2de96f118acfdd01ed5f440994d742181d8237f55bb1e2091e218,"[""clear_non_english_abstract""]"
7,9822,W2955889537,779d9689f9f036433d50a4026b28c44212c1e4ab974cdc9d02f80e13ea0c7063,"[""clear_non_english_abstract""]"
7,9869,W2104398415,170e3f1dc37f6f166c1a9dc3c54d9c0180df89dc1d886823dee68c33034a8de6,"[""clear_non_english_abstract""]"
7,9889,W4200564042,2ee273f0cf4757e8349e5aa8685091da57c3cbca7d0a0025cc2d48000b4b69cc,"[""clear_non_english_abstract""]"
7,9906,W3047920891,44a21c700c3d04716a4d2b4da3f61d4a1a9675851d947883ad2035f924a983be,"[""clear_non_english_abstract""]"
7,9970,W2915091979,b527e8a8570b69a4c595ca236e25ba19259c0f01cd1e273aaa8039ff0178c43e,"[""clear_non_english_abstract""]"
8,199,W4212813750,a8ad9f612d11158561e3110a6dba8cb51b6cca71b9fc7c81b96c5abd6d4bed44,"[""clear_non_english_abstract""]"
8,269,W1602944527,5536f549076ebb1d080ac0a8e9edb2afcfcd2ebb9fa1471e39225ba23feb991a,"[""clear_non_english_abstract""]"
8,363,W4250722428,dd0f3f8e0b13fadd7d94455e3fd43eeb1f862a77969bf4c44fc4108fbccb3a78,"[""clear_non_english_abstract""]"
8,386,W2223773877,ac8e7a12fc97802952977e035af34a6df51e3e573a8931c18812ade180775806,"[""clear_non_english_abstract""]"
8,519,W3157469309,94409f3d978b1f4991c8cff17f4e0342ca15511b6ffcc7b472a58e6033366108,"[""clear_non_english_abstract""]"
8,681,W7120551561,169ed544d4089e7d22844a9ee7d59ee45468ff7e3a0246ab33bf9222c01cfa60,"[""clear_non_english_abstract""]"
8,717,W3117205913,30135574df2f0615fe94449a42be0dd651d376d1b191b94b503cd31ae81b9576,"[""clear_non_english_abstract""]"
8,1101,W4397084047,ffaaee3a7db473ce6241e3b1081fe010b7bc2fd49462c5c7d5052f2b5e979417,"[""non_abstract:reviewed_non_abstract_template""]"
8,1327,W2794157059,fe11c887029b392e6d6bc5c6e5992a94813c26b040f2cc0cc8a66800bc14a79f,"[""clear_non_english_abstract""]"
8,1393,W2160490758,8f61213b8af81ed2f4a08f7c32479c7758887eeaa9c7ccdc85edb7ce01c3e135,"[""clear_non_english_abstract""]"
8,1414,W3140431951,6540aaef78e0302dc90f4f9d6e3810628ceac0189559102115884517d6c9e687,"[""clear_non_english_abstract""]"
8,1430,W1891481835,f9936379f9d9001e0a757617f3ebb4f52644e9df08688144ad9bacfe3ebcde69,"[""clear_non_english_abstract""]"
8,1601,W4242083079,b039b12a0d4cdad15dca98bf045b0759a1269d23000322fab06981c1f93d1c2c,"[""non_abstract:reviewed_non_abstract_template""]"
8,1663,W7153955968,c775068ff39edd3c37cb1f326998798c2447d3234ac5524b0512818acaa290ff,"[""clear_non_english_abstract""]"
8,1969,W3198930997,bf8ce94ddb81eb355781e1bd5037494c6b2b609538fe8d219855e16c77c01f27,"[""clear_non_english_abstract""]"
8,2052,W3011837696,be957de1477b3253743995f95f270d77ed5e28fb0f2ef1ed715c6581719fdd27,"[""clear_non_english_abstract""]"
8,2066,W3131610586,eee45b83eb28c1b2252fac41e8d7325bb24348f9c77e3b89d43c57b6052e948c,"[""clear_non_english_abstract""]"
8,2195,W2317581925,b55b77e045b2230f1d4f0853cf6d3988dcab5c95b1aaa494fbc14322cc07c900,"[""clear_non_english_abstract""]"
8,2210,W4413942054,18e72d73f600563248ca766427f9751d8620368a55a344e7a95320af2540d150,"[""clear_non_english_abstract""]"
8,2212,W7120374887,db4bbda5db011b76d2d9beb185650dc4f67e7c9ecb1caff0c0ca3eb32f544ac6,"[""clear_non_english_abstract""]"
8,2325,W2913882052,607aff0ebd97177c15026c2a4ab575b98c0157f693db4bebb7d39dc65842a5f0,"[""clear_non_english_abstract""]"
8,2737,W3042882941,16fe3111af16da3df2b9bb2ed87bc4d7f3555d00d0b856fed0640776c14d9a29,"[""clear_non_english_abstract""]"
8,2841,W6907382838,44089fe14f4d19c3804c5b9278da9dc34700ba13f41857fbef8f254469273db9,"[""clear_non_english_abstract""]"
8,2940,W2553341220,802d5a24c267ae55359b4f21fb4d5e0a9754b640b1f31e1e40f249ce99396a7d,"[""clear_non_english_abstract""]"
8,3061,W4300806947,6e370f0f9d93c3565dc6bc1f5612d6113316adfaed0d48304619e4e3f851c912,"[""clear_non_english_abstract""]"
8,3265,W4398785762,e8e33f02526942efba1146cad3df41143d0b015939d0b1414fda606bbe7865f3,"[""clear_non_english_abstract""]"
8,3292,W4226217087,ab2a362eaf0b3a6a59a2395a0a63672d8ded3038f4b66b0f46dab8c821cf736d,"[""non_abstract:reviewed_non_abstract_template""]"
8,3561,W2900585444,815276c3ff3073a421a76fb20954b4cca4135eef1dc3ace985be072d159c9a9a,"[""clear_non_english_abstract""]"
8,3594,W2317385512,8138bdd0d2ab2c04e687bb83fb342b55a5b6ce9433be411893349c3e1918adb8,"[""clear_non_english_abstract""]"
8,3621,W1556482981,8f297eb1b14ce78a72fb9b7c5787759c56828eb6184c2675e880c94aef274663,"[""clear_non_english_abstract""]"
8,3648,W4392244116,b5ab4a6b9997848b89a613e1b1f26f9ab2ab3d4d4e5cc3827ec76be3828a7466,"[""non_abstract:reviewed_non_abstract_template""]"
8,3900,W2924938099,a74a263a0ddf332e459334b5dc314a12432b454b08c92a0929495f9aba1687df,"[""clear_non_english_abstract""]"
8,3920,W2995798353,9ce70388363e14c55e1fef75f8c0dc450532ace410d30cc181e8b935f711b840,"[""clear_non_english_abstract""]"
8,3960,W2415514867,7f815dab510774e35b696f78fe07ec7e1c0d0cf7a499816b5007fdb84c5115e6,"[""clear_non_english_abstract""]"
8,4007,W2314507831,0b46cab259787ccf33d3576886de73eb710b32cf33ceb1a349ecf24c43a368fd,"[""clear_non_english_abstract""]"
8,4140,W3108873079,41338df89c33b2e3ee6f07ddfd235b63e427388d840928ffef3da41eaec72b5a,"[""clear_non_english_abstract""]"
8,4145,W4252247023,8ac30a0b78b63a644909e9a099f1096dce774d42e68d9f424588b3be32f9a22c,"[""non_abstract:reviewed_non_abstract_template""]"
8,4325,W4385855118,3d09793e3fd320768bca5be604e7e8bfd36fb45b4981c9069d87c86bc40ebc2b,"[""non_abstract:reviewed_non_abstract_template""]"
8,4348,W4401192933,4aa7164001c66e5c790e4148f80553fd9b8cf01961d557408ae174c381e319ca,"[""clear_non_english_abstract""]"
8,4620,W7108097367,6780acb5a808c5c10bc3973cc00154f5d092d2cf3c1522700130f3ed005eeafe,"[""clear_non_english_abstract""]"
8,4701,W4244837857,8d1052d4ade90b39b039b2bc5c71e8b2baf113fa36b9c3f09a8cb8659ce04601,"[""non_abstract:reviewed_non_abstract_template""]"
8,4772,W1964531883,b54a0c0fd0cf767d82c8ea645dbb2fb522fab59b0f26256dc17ba8e780336ce4,"[""clear_non_english_abstract""]"
8,4824,W2513828046,0bd88f3907992c6c5318eb10807642d593a14877855858e4b9243673a602e51b,"[""clear_non_english_abstract""]"
8,4848,W3128750256,226ff339039641987cbf130ac8c6db4931dbdb43fcfb9a136c56078d9810e4cc,"[""clear_non_english_abstract""]"
8,4881,W4244542353,515275474e2836d4a35f8668ec41021e15173458971fb19b9c668593f47f775e,"[""clear_non_english_abstract""]"
8,4931,W2089274564,e8798d9e4523bc253a89f05519b37e3f51de7d1f63c22a174c1f084c37946e03,"[""non_abstract:reviewed_non_abstract_template"", ""clear_non_english_abstract""]"
8,5069,W3007247645,18ee4682f8b7fe40bddc53b07e7cdb72ed0d754a3af4bc8982a6167d6c8f4c85,"[""clear_non_english_abstract""]"
8,5198,W2790233292,fba94240fd2a6075634d3b7302e4c154b6c33ef716fd3495886a8cc07292531f,"[""clear_non_english_abstract""]"
8,5242,W2067530759,fd04aa3c796cef6ff5a93e73af374a6e37f03ed3bd03e51281b498d39a1633e4,"[""non_abstract:acs_webpage_instead_of_abstract""]"
8,5248,W2946836763,f0dfa2a65bf6d4aabcc6f7820241d4d8d4989368c68ec5d59929d59e68cd8798,"[""clear_non_english_abstract""]"
8,5280,W3141194488,e13b8126525a675a4f6929023951afbc38c6d876c135a89a5e3f8cd45c050900,"[""clear_non_english_abstract""]"
8,5282,W3083121573,f9cfa05d30a10bc5e9ece8cb3a44918a355b14128451cfe5cc3f4002b5fdfd07,"[""clear_non_english_abstract""]"
8,5428,W2763364418,8f24fda41b46250b63e473a1c5ea15ed6d5109a986c21607f5638de3bb4254e4,"[""clear_non_english_abstract""]"
8,5432,W4205304270,76ee381600b99f5288eebd93ea9214b3212af1986a0512d8d90fbe29652ca0b0,"[""clear_non_english_abstract""]"
8,5502,W4244530610,d6e99c043ae1beb4242dd7f7890af27077c01005ac1e17ac20ed97d4f83325e0,"[""clear_non_english_abstract""]"
8,5560,W4296404935,0df145e95eb264866533046e8be1e51c1a706df02bc516d1812d21781eb81c9d,"[""clear_non_english_abstract""]"
8,5727,W2242836257,e46cd8ea2b640d791b3385f1f5cedf9ea74f4c8169f44b629255daf8f88cb299,"[""clear_non_english_abstract""]"
8,5743,W2809492060,5a28c18ab76f4871b17fbac719b78b9041a7a2ab711980ce8622e4abf286fa95,"[""clear_non_english_abstract""]"
8,5804,W2801031501,91b6e1aa02d95633a617560720bbbc4d41eb67720b5b05ec1f1603c3345bff5e,"[""non_abstract:reviewed_non_abstract_template""]"
8,5854,W2485221161,73f801c0d33410c2034a2afc6716685ef57d0fd2775e85a031752297fc6ed49e,"[""clear_non_english_abstract""]"
8,5952,W2899734277,5f33eb136eef4f738a3c93cbc58b7464bd83c6bf85a452ed1e815b312a9cba5a,"[""clear_non_english_abstract""]"
8,6002,W4406724959,5784594dad818e2047fa040a71bd340a252349041ccbaf5ff1266642a19bcb9f,"[""clear_non_english_abstract""]"
8,6133,W2334751769,953956741f23fe0a36a0e5d2c4c0dca4e0545f75129161a1cfc455450da9d821,"[""clear_non_english_abstract""]"
8,6152,W3112470505,2fae6efa83c6b8f2f7aad7b57c1512c64a0af0900f186a5e826753d0f07ded5c,"[""clear_non_english_abstract""]"
8,6168,W4391189095,dfaa6b8715d61b8ca579c8233e9af429b747e800ed90ec38e61aa23986994ce0,"[""clear_non_english_abstract""]"
8,6190,W4307708488,8a5f7ef5f0116cdc9300ebe5c1bbe40504b1a46b06a34a71a5234683324a2265,"[""clear_non_english_abstract""]"
8,6485,W2803535133,ad480e3a0677845fff42b1aa3b6be5c044aefa7d728e88fd8ea1ce40b1f68deb,"[""clear_non_english_abstract""]"
8,6609,W2411429351,a7d4eaffbbc8c7af8f05f0d4f12d3acf5dcff76da6cb754cc47565e7a985f77f,"[""non_abstract:publisher_navigation_instead_of_abstract""]"
8,6780,W2803708928,5d6291cd1e98e365fbdf2fbf7c5294fc07346e515be3c1bcbdbdb117dc6b67e6,"[""non_abstract:reproduction_front_matter_instead_of_abstract""]"
8,6829,W1535080172,483f9694a50c2d22239b908768070555d2bfda04b797de7f9ad65a0da00ad9bf,"[""clear_non_english_abstract""]"
8,7025,W2267001954,9759b4c0b7e0a3c1cca0c70ca4eff98c39815aa13da5b6c824c15caa2eb30a48,"[""clear_non_english_abstract""]"
8,7051,W2892075923,ff6196233eb28d57a539c7bf4ced96f4b6ca2adc51c50b3a8fa325cadba675b5,"[""clear_non_english_abstract""]"
8,7150,W2519516760,7eba59f4601d8e90c7b00f8004215de838ebbb3715486a0d958ce8863de96182,"[""clear_non_english_abstract""]"
8,7172,W4403419660,ade0b0967bb652e0e07e08fa32be25ec758c304d34a8ee200cc1bd8dfbe63bb6,"[""clear_non_english_abstract""]"
8,7252,W2039333507,5eabee43adaa78eacb7c6f0d299c2f343638e6a340008e24359453716ee6ff27,"[""non_abstract:acs_webpage_instead_of_abstract""]"
8,7335,W3084075416,c392cad698b09adf098d61fb255484995806ceb115fcf99840989d448bbdfe7c,"[""clear_non_english_abstract""]"
8,7382,W4229801805,d141fb94b48445de497e59c5267242ab2eed1219bfb64689dd86be1a3745de37,"[""non_abstract:reviewed_non_abstract_template""]"
8,7392,W2248125680,3febc217c64fa7862dcfa78fac6316ecdd5aabee5f913a4ce48d70f962d1a70b,"[""clear_non_english_abstract""]"
8,7418,W4312893954,255906ad4a8b1af6ff934217c0c6e126241724465fbc6b39803e617bdde692d7,"[""clear_non_english_abstract""]"
8,7473,W7125943830,417e02a7a2a68e9fc18ae7465d617737e4032a3abe92e32c53fcb3e52cf1591b,"[""clear_non_english_abstract""]"
8,8006,W4301398132,31e860d292edbc5c03a2945f91bc297c55a337af8786eeb25ee77eab89261096,"[""clear_non_english_abstract""]"
8,8010,W7209303740,981f1c21b33895955419235426beee7e17e8097839b3bc46e34ad5a2fc9bb631,"[""non_abstract:reviewed_non_abstract_template""]"
8,8046,W3188277883,59845dfe1844e88c5c251d3d2cc36bc811985bcb2ca937c1414e6f635735cfc7,"[""clear_non_english_abstract""]"
8,8078,W2977815034,49f612e1799b6ef1e8cf6d9bb4837438f50c9568b3485791b3c6ca47f96b4983,"[""clear_non_english_abstract""]"
8,8669,W2979472557,95a853a589eb590432da7cee9f5f24ede32640082920d6c498dd3e6879d4c43f,"[""clear_non_english_abstract""]"
8,9055,W201885879,5b5d4890e1ba4dee5b2ffebf1e353845f9937147d9600eae2ad785d44218d28a,"[""clear_non_english_abstract""]"
8,9057,W2356123900,0097fabe7d3bc4588f50c692aa078d165bac3b4bb56e4002b77c676dd91300aa,"[""clear_non_english_abstract""]"
8,9114,W2809147525,d2418442e82a975f2e442012c4b4ae4e6e1b6370f38f460275c2a6ddb4f4d446,"[""non_abstract:reviewed_non_abstract_template""]"
8,9523,W2890114653,7f16897629ef3914e070fd79b833121bd88872c06e4ca18fc2abce00f5cb9809,"[""clear_non_english_abstract""]"
8,9639,W4289348991,2eca5722f7eae086e5290e8442c2d6fa37432aa9180b159a6f710561e7a89c43,"[""clear_non_english_abstract""]"
8,9705,W4367628055,d82b28767eec790ca2360b0084de710fc76bb81cf65414d9b67f4ee8564820e6,"[""non_abstract:reviewed_non_abstract_template""]"
8,9739,W3092009150,008ef0fa9016497314f4a87a2203a87563686864fd6d69c6d85fdd9cbe1a6489,"[""clear_non_english_abstract""]"
8,9806,W4407271665,1fde17dc726738fefd91eb7414efed605bcbe8c37069f8094299f9ba0e6fecf6,"[""clear_non_english_abstract""]"
8,9821,W2792518106,4c6b4653c0b498f7709edaf168d71f27dfba233ca45877bc775eae657b3fcacc,"[""clear_non_english_abstract""]"
8,9865,W4205656864,2ce19cbfb485b21c706c7c2f42675ffe94e0687663b8bde7e33c1aa1f225adb2,"[""clear_non_english_abstract""]"
9,45,W3209591914,cd78ee22e2026f3d670f52144d00ce489f9e70fd939d5f81b4411152cd7bf694,"[""clear_non_english_abstract""]"
9,73,W2403121810,b96ca4b740692e2714add0cc008ffe77ce81c1e8c32ccced5028af2f254ff819,"[""clear_non_english_abstract""]"
9,263,W4390709001,ec33e5e0b6f6a3b13365f0b95954f396943bcf92e1b547f59ca4c5e4ec65501c,"[""clear_non_english_abstract""]"
9,319,W1546156844,fe261a00c6e1e0a3de89ee3042ef810e72b8e903cb85c089bf6edc43f20999a8,"[""clear_non_english_abstract""]"
9,475,W2777337447,39ac2c673d21e39d66834c9a4c83247bd0d2e6c405e91b41569c9f5e9d1a2dcd,"[""clear_non_english_abstract""]"
9,539,W2550089488,210ebe046568f76ef4d8fe3184088c53872484a85cb3b9de0c3234fbc9793714,"[""clear_non_english_abstract""]"
9,586,W4406358249,eb0d8afb4c67ccda1178e5579768bf42ecf91b2e689bf8c2556bc02a2188d2a8,"[""clear_non_english_abstract""]"
9,600,W2578599593,df9718d599695adddb7ffbf006433e1f030084e681cd8aa3949344decbb5f57d,"[""clear_non_english_abstract""]"
9,651,W3044198043,c2f0eecd6790a6f21455fcf71b1cfe16e2c370e52b76084dcee464e0b918f57e,"[""clear_non_english_abstract""]"
9,724,W3108616944,7e88ea78e04446b6385bbf2511020137156d22dfebb0a5e02c1cc10c2cf918f0,"[""non_abstract:reviewed_non_abstract_template""]"
9,796,W4242587492,7dffe49f920498b0536418745f232d945051c71edb6b9c58caf0d457f5d68efc,"[""clear_non_english_abstract""]"
9,1023,W3028681103,b832c660be405ea4a1e0204660eb73f74809d9855021bcd5271d07ab21551364,"[""clear_non_english_abstract""]"
9,1444,W2465817487,90e2047737ab413cdb3fd276a7ed1e94b9fdbd0064c63faf8923002bd5123cd5,"[""non_abstract:reviewed_non_abstract_template""]"
9,1550,W4406715179,b79acbaafe8bde63e6e4afdb47654cc0faf84e05ce5d945b6ab4458927d109b6,"[""clear_non_english_abstract""]"
9,1607,W2884146433,2e011354fad68debc25859bf025559c5fb7913c7826ae774b3deef25f206c46d,"[""clear_non_english_abstract""]"
9,1641,W1514217956,3ea10cfe7ff1879e5c3c3f8e0d9aeeb1ca21d3eab20bdea27222512bbba41217,"[""clear_non_english_abstract""]"
9,1770,W4390627436,433db4183725e7a154f36f8942fd3f91252d697615f75ea692b9e39544a83b67,"[""clear_non_english_abstract""]"
9,1786,W4389635008,8651992011dd39a6c3801e88066854cd4ebc6b55c6a10fb5e04e107b7bde4a7a,"[""clear_non_english_abstract""]"
9,1904,W4380759893,f4110c046f59c110bad3256abbe38eb2dba88e2abce8936bf0a8fef5b85c5a65,"[""clear_non_english_abstract""]"
9,2179,W2972591295,f8e4048b1fdbe52925632eebbd45c97b143f4dfa6774f4fded2bc41fe2a7df58,"[""clear_non_english_abstract""]"
9,2338,W2793752313,5632cc7c7f37a9abe01f42afa0c37386227cf079c5d81a4a922a1c5ce78692e3,"[""clear_non_english_abstract""]"
9,2342,W4319994995,6c18f50e5b77dccbcea7b5f90c5a118699850e95a56a15d591355300b525e49f,"[""clear_non_english_abstract""]"
9,2393,W2924476648,a6c7c16dcc8d09d2de99c2704c80535522cd0e42e6fac45cbc27b72b5ac8aa30,"[""clear_non_english_abstract""]"
9,2399,W4297129972,aaa17fdad2bb57aa0a1c8aa33ddcf82fd7378c4e973fbfae9f4dbb2f3e008a9b,"[""clear_non_english_abstract""]"
9,2431,W3023196268,5d3a7bb2d78ab3e8da92336362e8c945b8de308cb2481c56b41a8da8b79b88bb,"[""clear_non_english_abstract""]"
9,2498,W2011462768,681c2d6151fff07141de910912f91bafbd5a7e34d48ed18f5842f864e787029d,"[""clear_non_english_abstract""]"
9,2855,W4232109262,3207494b7ec7be40151b1d7d2484d6adbffa7b11ac53a8460f66a02a478d609b,"[""non_abstract:acs_webpage_instead_of_abstract""]"
9,2869,W3083709666,ecccaaae9b17541aa099a194421f0fa5036a692cb4e447c514b2a0c8ddf0a15d,"[""clear_non_english_abstract""]"
9,2911,W4392468705,e0aa6ca0ec4c6780087d0881431b0cd3cdd50f75b02200d830b8dc710351ebaa,"[""clear_non_english_abstract""]"
9,3020,W4383721386,10c7a8c680414b3b6294ab2959c0b2bc022ba1589e54af812fa5a1ac958f8355,"[""clear_non_english_abstract""]"
9,3064,W3177906982,226eedc16e6b3259717e79772dc92e14aef4adc037d4cb205dc0c9647b21c4b6,"[""clear_non_english_abstract""]"
9,3282,W4244153733,d468f5ac7e50550ad55a476caeac4744cbdc7493a131cee67c80c989d1c0dfff,"[""non_abstract:reviewed_non_abstract_template""]"
9,3478,W3150985743,a56e6085d791948b0e00403a174aae5c5db2b498c4466e19b831c03fb5ff8c20,"[""clear_non_english_abstract""]"
9,3871,W3164875042,00abe8f25e8d2731f7c76b259134982b9631e4a08094cff780f745d2a47cc2b0,"[""clear_non_english_abstract""]"
9,4014,W2152884691,cfadf6f34d4e7867cb7a1a4358233a4c71722e86f6f1950d4a687ab6290220ef,"[""non_abstract:reviewed_non_abstract_template"", ""clear_non_english_abstract""]"
9,4054,W2509481661,91db6d15b369b977c9341ed26cae671195e2f9cf63b55f500cd89e5e1cdbb5c3,"[""clear_non_english_abstract""]"
9,4264,W3213587214,d34564032e88a8a7f2c204ea3077b29794572c14a9757943d44b0e3ca122dd52,"[""clear_non_english_abstract""]"
9,4274,W2272248089,d258e948a7bff3844681bcdd71053a982c7622680d6576abcb3cee0aba911680,"[""clear_non_english_abstract""]"
9,4283,W3108171663,3315d7d789893f0b1c46576d9b57bd461c2b211472c92208b430d8735a47ff2e,"[""clear_non_english_abstract""]"
9,4342,W2889903154,f2a80d552da3b4bb85d226ccb524dc5823d1d5a41587289e50b1e31518d3ac18,"[""clear_non_english_abstract""]"
9,4418,W4220988187,2ba8ffb771bd147fce3f2666cea68ca46eb46fab3419afb72a229dfe9281258e,"[""clear_non_english_abstract""]"
9,4440,W4293482539,5daff2f2e89eeade94491ab1e823cdb57e8ffcde50a19a116ca6eeb6c55d3259,"[""clear_non_english_abstract""]"
9,4476,W2003566444,52daa75d34f6651753e3377f4a51621bd34e14851b27fc8b26b475a585fdbab7,"[""non_abstract:acs_webpage_instead_of_abstract""]"
9,4521,W4409775535,970b231129bf4721f8da4940209645bc126c6c6afaef376e62319c6b74680cae,"[""clear_non_english_abstract""]"
9,4596,W4250031397,8fef1a07adaa319c9d0e7ef4401171cb3568be1334b652efac58c41d72a7a734,"[""clear_non_english_abstract""]"
9,4775,W2992527099,00b3d7700f741e2bcaab6004a3ee72139cb435e6bfb781175070d5be679b3301,"[""clear_non_english_abstract""]"
9,4983,W4409468487,1f59e7519f294b2cdb8b6667ba582360aedb1457511fa240e6e47eba57610c16,"[""clear_non_english_abstract""]"
9,5024,W3197142497,c66d27a0997498a472a245b0aad2627a0551dc99842ac2479678513c69e558ae,"[""clear_non_english_abstract""]"
9,5216,W7155116388,ba185453435cfa6f0b2b8b82ac116b5f3c212b857831263e7766e0804eb8ecdd,"[""clear_non_english_abstract""]"
9,5255,W1543082569,7b6d5d239c923f82e870345ec2807f6b0f28925ecc58cf3d20a575a246cb437c,"[""clear_non_english_abstract""]"
9,5349,W1790598641,087301d199dbc379d496983f2e8895339f228d19b0c1aff7eeb82993a6aad5a6,"[""clear_non_english_abstract""]"
9,5373,W2911488406,6afcbacba52d2a62d1f30de969464e0d7644ac0cd31a44d200915e4ba0f441d3,"[""clear_non_english_abstract""]"
9,5396,W7211437843,60f9e521bf57ea3196ebd14a62ec01e13f0a7db45c642788d841a0f75415473e,"[""non_abstract:reviewed_non_abstract_template""]"
9,5511,W3020948421,5619fdfd0e2f9582f87313029739aaee085cf0879ce3b2a837f301fb0f71116b,"[""clear_non_english_abstract""]"
9,5523,W411982018,933a6e7828ee5b411c8188b92708877f0b6f38eeb9c3dc91f57311f967f858d3,"[""clear_non_english_abstract""]"
9,5564,W2015659866,3cb55d87e612277be99e0fad62f153dfe33a0b44ae8fffff8cafd3cc78570046,"[""clear_non_english_abstract""]"
9,5643,W2017320998,6fc3ff16a7693862b36ca149112801d4dd303b7065569e280be15d79ac87bfd4,"[""clear_non_english_abstract""]"
9,5652,W2333303622,078e4114438dedb17f8bb507e848fcb79090c8d3e49b621e29fdbe8500a068c9,"[""reviewed:reviewed_title_abstract_mismatch_or_non_article_resource""]"
9,5759,W3169706606,18ffc1370f9fadad98ff63b523b347fc104f8d988d047f80cca4c92750443978,"[""clear_non_english_abstract""]"
9,5770,W2584415188,798ebc45b701b2fba72dd92894d2cde787c953b0ef6fd447d3d44cc9840f54ea,"[""clear_non_english_abstract""]"
9,6209,W2460934090,328a9e11d2becd9d6a7492ca30d48ec61686d2fa82b708e5a2193b9266e6dbbf,"[""clear_non_english_abstract""]"
9,6330,W4362576333,6a4dc6763fe90d8c3975ef90524ff3d742477d9ced8e63f67e15785822dc9289,"[""clear_non_english_abstract""]"
9,6335,W2995677390,1b641464fc9235c0849ec6b82f5c7aef018046c4951241a71bcf5607f041328e,"[""clear_non_english_abstract""]"
9,6469,W3115439388,42c880b39b66cd02932fa17cfe840c3edb6260b0d856e627ac3525e60866cae6,"[""clear_non_english_abstract""]"
9,6503,W2800134491,3b4b7d5f22f23254b7edab5f89be216f4f3705bfd974a6d32e1bc78aeba36d34,"[""clear_non_english_abstract""]"
9,6618,W4390561859,a626676c7b5bfcadd3de23a23a00a9ac7a18187e27281437a48818856bb99123,"[""clear_non_english_abstract""]"
9,6634,W4399804176,0b992edbf39feaf6989f0dc408e2ff45800e83dea59b3c7917f6cd645b02cdf4,"[""clear_non_english_abstract""]"
9,6987,W2521415664,403d0d8c4aacde79df8c0f5a0615cc9a234b5bec47544877bb1173083d3fa608,"[""clear_non_english_abstract""]"
9,6996,W2623764832,dd83612de7de209a5cfec3cd309c23aa272dc59aeb096df93faacf626791e1ed,"[""clear_non_english_abstract""]"
9,7010,W4233015379,c6e92041260b5c1618cbcb9a056eaaef83d87718c775e422e09e38055f08b5b9,"[""non_abstract:reviewed_non_abstract_template""]"
9,7317,W4230419314,7579ae5a5613fdfffd1c17983f3dfb2f051c980f428c19f5fd7f23f7eb0401b8,"[""non_abstract:reviewed_non_abstract_template""]"
