work_id,selection_order,cohort,field_id,period_start,title,flags,text_sha256
W4238280575,401700,extra,12,2000,10.1037/e641912009-002,doi_error_text,5c5d53b3f9504232fd792feaa70ccb210b3bf511bde401b50875ad312cff0924
W4251043487,401774,extra,12,2000,10.1037/e545492009-012,doi_error_text,207ee04d0bae6b487ed32e71daa5ed8ecb1fcd46bf3447acfefbbd2599c972c6
W2072026813,404844,extra,15,2000,INTERACTION BETWEEN ANIONIC POLYELECTROLYTES AND CTAB MICELLES: A POTENTIOMETRIC STUDY,library_description_americanae,042e61d454b2cccf7a032c1c9d1731871bea36ea79074b0835c439cba917e45f
W2017068055,405479,extra,15,2000,Hydroformylation and Isomerization of Alkenes Catalyzed by [Rh(COD)(Amine)2]PF6 Complexes Immobilized on poly(4-vinylpyridine) Under CO/H2O Conditions,library_description_americanae,260f0d5a6e526a027872cc8078a0b575bc6f56195346b4bc2c5a7e86d36f7c83
W1965412708,407547,extra,15,2005,CHEMICAL REACTIONS AT NANOMETAL PARTICLES,library_description_americanae,5b998e6f4ab23a49938732a54b5a2a1d356d414a7ce1df57f1be0df5bbc5c076
W2319948394,411770,extra,15,2015,"Density, Viscosity and Conductivity of Aqueous Solutions of Acetamide-NaSCN Eutectic Ionic Liquid at Several Temperatures",journal_description_asian_chemistry,02113db2fe097525c14d4a39d3c3b8268430bd07b1e9f8ad8f32a7789ecbe76c
W4239300819,416465,extra,16,2010,"Synthesis of (Z)-5-[(5-(2-(Phenylsulfonyl-ethyl)-1H-indol-3-yl)methelene]- thiozolidine-2,4-dione of Potential Pharmacological Interest",journal_description_asian_chemistry,c4c2fa59e2e8f800b0e125266a416bdc61c5e658f4938da8917ffdefed9b0a63
W4229716988,418769,extra,18,2000,"Journal of Applied Psychology: New editors appointed, 2004-2009.",doi_error_text,866853f1fefd21c3ee838bf65f72b8cf8541b9dbbec6337c619eae393fbbe56d
W2930414479,423418,extra,18,2015,Process of Data Visualization Voyage from Data to Knowledge,journal_description_ijcse,237675b8ccf590a6f25106c19c9d3f43e1d1ef77e006cdb9ceb11163f4a3dcdf
W4390222775,428238,extra,19,2020,Parametric Design Algorithm Guided by Machine Vision in Animation Scene Design,journal_description_cad,9c63beb4577382d7429c2941c46aa392cef0791eb7c1e836f8d7b72e238fbf30
W4236860227,428443,extra,20,2000,10.5555/test0529/test10,doi_error_text,afe81788d15179c838a969c1cbf0bfca382b0eedff013c3a553f5d7a9a2a8f17
W4254514861,428656,extra,20,2000,10.1029/TE023i004p00195,doi_error_text,24439ca4040eb920cbefbe64696dfa5daafcbbb8ca640b765392639e030ff9df
W4233413277,429085,extra,20,2000,10.9761/jasss.206,doi_error_text,bdb7aa9a09c8f7b5903a24d8e8a0ff3b48265d9825e3278e7841d64c514c4fe2
W3123370103,429209,extra,20,2000,On the tyranny of numbers: East Asian miracles in world perspective,library_description_americanae,a0e70691bd1b1875e33989a80c16058a96f6a646e4e314a9c2f46a7050c6164f
W4255304538,430831,extra,20,2010,10.4314/smedj.v13i1.13052,doi_error_text,32fde3f3f9ab3db5ce7cf688f72c5493f56d51dcc947e3ddbc2b922408e12f2f
W3152130865,433285,extra,21,2005,Design of Grid-Connected Photovoltaic Generation System with High Step-Up Converter and Sliding-Mode Inverter Control,doi_error_text,f36a4be9a440fca80f6a1d74083061578484d6289af81ef04bb2c1b041f10d9c
W2907885290,451664,extra,26,2015,Existence of Solutions for Random Impulsive Differential Equation with Nonlocal Conditions,journal_description_ijcse,0f58e47c6871d9d47e25b34b05aeecc9996585cbfb2cec7c2b7b703ff0927537
W4285457101,457251,extra,28,2020,Identification of Brain Tumor Using Projection Pursuit Bivariate Multilayer Perceptred Classification,journal_description_ijcse,aa1eadd25fcfaa6e904bcee42603a6d9c3106941b726967564ecbe2b05298896
W2598914263,464552,extra,29,2015,Physico-Chemical Properties of Salt-Fermented Commercial Fish Sauces in Thailand,journal_description_asian_chemistry,dad27063ffb1ebc98cf33667472bd4c3e6ee3c3322e6b3957930d4bf9d46b2c4
W2329434213,470249,extra,30,2010,A review on niosomes: an ultimate controlled and novel drug delivery carrier,doi_error_text,7d0cd6b63c75bfd92645862ea76e3b33fd32ddc448fee3e2d5c502b972914e6a
W4255645032,475920,extra,32,2000,Alternative Modes of Self-Construal: Dimensions of Connectedness-Separateness and Advertising Appeals to the Cultural and Gender-Specific Self,doi_error_text,66f194452d930ae5d64a94a4c5deb5f95dfcc6c55df093ec9efb848d0eaece3e
W4381307805,477186,extra,32,2005,America Dances! 1897–1948: A Collector’s Edition of Social Dance in FilmDawn of a New World: Two-Step to Lindy Hop (1890s–1940s),doi_error_text,85fbcf7c24a88104b4140db918ab0fdba99b5ce2a16a935f0ca25f9e770aaa88
W1570618834,492903,extra,35,2010,Simultaneous occurrence of dentigerous cyst and residual cyst in the maxilla,library_description_americanae,5f3bb5da7e9fd6e93112f15fa10b58f0ce44be40926dee06d15a82f49454e463
W4255145279,497352,extra,36,2000,EAGE: the historical perspective,doi_error_text,0ead5ed62baf100586e1ada9aaf02e63c97e6fe14f3829f79ab90e44788532a7
