work_id,cohort,field_id,year,title,abstract_words,flags
W2047532691,base,23,2014,Study on Rapid High-Efficient Composting Process of Sewage Sludge,76,"[""abstract_50_79""]"
W2380081572,base,22,2000,PREPARATION OF PRECIPITATED SILICA BY SOL METHOD.,66,"[""abstract_50_79""]"
W2429070679,base,22,2016,The computation of line spectral frequencies using discrete wavelet transform for electrocardiograms processing,61,"[""abstract_50_79""]"
W4309226279,base,22,2022,A Computational Efficient Method for Modelling of Circulating Current Loss in Electrical Machines With Stranded Windings,59,"[""abstract_50_79""]"
W2387427067,base,33,2008,On the Significance of Delimitation of Public and Personal Domains to the Formation of Citizen Democratic Consciousness,64,"[""abstract_50_79""]"
W2360710522,base,22,2007,Numerical Simulation of Mixed Convection Heat Transfer in Multi-storey Open-ended Cavity,73,"[""abstract_50_79""]"
W4402113457,base,36,2024,The Cutting Edge of Cardiac Care,2404,"[""abstract_over_2000_words""]"
W4253333675,base,17,2002,Origin-based fault-tolerant routing in the mesh,54,"[""abstract_50_79""]"
W2386746972,base,22,2001,Development of Intelligent Air-Conditioning Control Box for Air-Conditioned Passenger Car,72,"[""abstract_50_79""]"
W1587064635,base,33,2009,Federal Depository Library Program: Services and Collections,59,"[""abstract_50_79""]"
W1967642768,base,23,2010,Allosteric modulation of haemoglobin function in response to changes in oxygen supply and demand: insights from aquatic ectotherms,61,"[""abstract_50_79""]"
W2608503613,base,33,2008,GIRO: the integral risk management framework an overview,72,"[""abstract_50_79""]"
W4242152253,base,31,2006,Observation of Recording Pole Instability in Perpendicular Recording,65,"[""abstract_50_79""]"
W2391155268,base,22,2012,3D Reconstruction of Binocular Vision Based on Hybrid Programming of VC++ and Matlab,63,"[""abstract_50_79""]"
W1535032237,base,25,2003,A ferroelectric analog associative memory technology employing hetero-gate floating-gate-MOS structure,58,"[""abstract_50_79""]"
W2362961649,base,17,2008,Establishment of Control Network for Nuclear Power Station Precise Engineering Survey,50,"[""abstract_50_79""]"
W2129446383,base,11,2009,"The ideal representations, rocks and realities of statistical methods' identification",51,"[""abstract_50_79""]"
W3206618546,base,16,2021,C–H Arylation of Benzene with Aryl Halides using H 2 and a Water‐Soluble Rh‐Based Electron Storage Catalyst,68,"[""abstract_50_79""]"
W4389787590,base,17,2023,Catalan--Spitzer permutations,74,"[""abstract_50_79""]"
W4392741761,base,23,2024,Study on the Influence of Regional Social Capital on the Cost Stickiness of GEM Enterprises,51,"[""abstract_50_79""]"
W4206741663,base,17,2021,Exploring the Social Meaning and Information of the Elderly Exercise in a Pandemic Era,151,"[""many_non_ascii_letters""]"
W1994891293,base,21,2014,Charging of the Experimental High Temperature BTES Via CHP Unit - Early Results,65,"[""abstract_50_79""]"
W1610106969,base,33,2015,Cantos Cautivos: Online Archive of Songs of Political Captivity in Pinochet’s Chile,59,"[""abstract_50_79""]"
W2548230473,base,22,2016,Novel self-catalyzed GaAs nanowires with electrical contacts,54,"[""abstract_50_79""]"
W3010533457,base,23,2019,Data Platform as an Enabler for Piloting in Smart Otaniemi Ecosystem,65,"[""abstract_50_79""]"
W3125231926,base,27,2020,M Pneumoniae Infection Induced Hemolytic Anemia,71,"[""abstract_50_79""]"
W2366143041,base,22,2004,Advancing in Research of One-dimensional Silicon Nano-materials,62,"[""abstract_50_79""]"
W639058763,base,12,2014,Evil: A Philosophical Investigation,59,"[""abstract_50_79""]"
W2989450726,base,27,2019,Erratum: Secreted klotho from exosomes alleviates inflammation and apoptosis in acute pancreatitis.,116,"[""possible_notice_title""]"
W2765217839,base,32,2017,Identifying latent classes about the changing trajectories of child maltreatment by child developmental period,134,"[""many_non_ascii_letters""]"
W2184971769,base,17,2008,"""A few well-chosen metrics can be a huge help in monitoring controls and measuring their effectiveness""",63,"[""abstract_50_79""]"
W3150518090,base,13,2006,Virulence Phenotyping and Molecular Characterization of a Low-pathogenicity Isolate of Listeria monocytogenes from Cow＇s Milk,122,"[""many_non_ascii_letters""]"
W2884539473,base,33,2001,"Judy Wang Interview, May 15, 2001",53,"[""abstract_50_79""]"
W2011354736,base,17,2010,Fuzzy modelling for design of ship's autopilot,80,"[""many_non_ascii_letters""]"
W3142790647,base,31,2014,The nucleon spin decomposition: News and experimental implications,50,"[""abstract_50_79""]"
W2359873637,base,22,2006,Bayesian Estimation for Two-Parameter of Exponential Distribution under Multiply Type-II Censoring,68,"[""abstract_50_79""]"
W4401431176,base,32,2024,”I Found Myself Regretting That in the Beginning This Book Was Not Available to Me”,61,"[""abstract_50_79""]"
W2009835314,base,24,2009,Treatment of Strongyloides stercoralis hyperinfection‐associated septic shock and acute respiratory distress syndrome with drotrecogin alfa (activated) in a renal transplant recipient,68,"[""abstract_50_79""]"
W3148193738,base,11,2015,Reflections on Solving the Problem of Food Safety Based on Credit Enhancement,71,"[""abstract_50_79""]"
W1976998567,base,17,2005,"Rarity and exponentiality: an extension of Keilson's theorem, with applications",61,"[""abstract_50_79""]"
W2990273229,base,20,2019,Gems and Jewellery Industries Culture and Sensitivity a case study of Karnataka,66,"[""abstract_50_79""]"
W4256737724,base,27,2003,"White matter changes, creatinine, age, and ankle–arm index predicted incident MRI-defined infarctions in older adults",52,"[""abstract_50_79""]"
W2532015011,base,25,2016,Care and Maintenance of Oil Quenchants used for Quenching Automotive Components*,76,"[""abstract_50_79""]"
W4231873279,base,20,2001,Transactions Abstracts: Announcement of Approved Transactions Papers [Call for Discussions],65,"[""abstract_50_79""]"
W2185597040,base,26,2015,On some new fixed point results in b-rectangular metric spaces,61,"[""abstract_50_79""]"
W2466407592,base,16,2016,Kinetics and mechanism of the oxidation of dithiocarbamic acids in the presence of Co(II) phthalocyaninetetacarboxylic acid,72,"[""abstract_50_79""]"
W2351809188,base,22,2013,China's Data Relay Satellite System and Its Application Prospect,73,"[""abstract_50_79""]"
W1976059978,base,27,2003,Frequencies of sickle cell trait and glucose-6-phosphate dehydrogenase deficiency differ in highland and nearby lowland malaria-endemic areas of Kenya,57,"[""abstract_50_79""]"
W2166862346,base,22,2003,Methodology for assessing adaptive cruise control behavior,70,"[""abstract_50_79""]"
W2363982453,base,22,2013,HUNAN RURAL RESIDENTIAL BUILDINGS ENERGY CONSUMPTION SIMULATION ANALYSIS BASED ON DEST-H,56,"[""abstract_50_79""]"
W2038816222,base,22,2010,A Study on Improving Graphic Rendering Engine for Visualization of Ship Handling Simulation,224,"[""many_non_ascii_letters""]"
W2021379279,base,12,2003,An Open Window: The Cinema of Víctor Erice,57,"[""abstract_50_79""]"
W4389753123,base,22,2023,DIMENSIONALITY REDUCTION OF ACTIVE VIBRATION DATA FOR DETECTION AND MONITORING OF PROGRESSIVE DAMAGE IN WIND TURBINE BLADE,69,"[""abstract_50_79""]"
W3204220582,base,31,2021,Temporal fine structure of all-normal dispersion fiber supercontinuum,57,"[""abstract_50_79""]"
W966684232,base,16,2015,"Frying Stability Evaluation of Rice Bran Oil Blended with Soybean, Mustard and Palm Olein Oils",65,"[""abstract_50_79""]"
W1969795969,base,27,2012,How to Design the Control Group in Randomized Controlled Trials of Acupuncture?,63,"[""abstract_50_79""]"
W2374568807,base,22,2007,EFFECT OF H_2S PARTICAL PRESSURE ON CORROSION BEHAVIOR OF SM80SS TUBING STEEL,73,"[""abstract_50_79""]"
W4384270547,base,13,2023,Cell Death: A review,66,"[""abstract_50_79""]"
W2087943148,base,17,2011,Implementation of LT codes on TelosB platform,66,"[""abstract_50_79""]"
W4387999650,base,19,2023,Superimposed mineralization of the Duobaoshan Cu(Mo) deposit in Heilongjiang Province: Indicated by the molybdenite Re-Os isotopic dating and sulfur isotope composition,60,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2469072270,base,31,2016,New improved massive gravity,66,"[""abstract_50_79""]"
W2379586215,base,22,2006,Reforming of Roll Grinding Machines,59,"[""abstract_50_79""]"
W2385278788,base,22,2006,Experimental Study on the Cement Fly-ash Base Course Material for Pavement,56,"[""abstract_50_79""]"
W4313121481,base,33,2022,YOUTH PATRIOTIC ORGANIZATIONS IN THE NOVOSIBIRSK AND KEMEROVO REGIONS: A ASTRUCTURAL AND FUNCTIONAL ANALYSIS,76,"[""abstract_50_79""]"
W2369152420,base,22,2000,Control Method of LD Digital Optical Transmitter,51,"[""abstract_50_79""]"
W2367375577,base,22,2009,An analysis of influencing factors and strategies of green technological innovation for paper enterprises based on the theory of planned behavior,61,"[""abstract_50_79""]"
W4281563211,base,22,2022,Pre‐Lithiation of Silicon Anodes by Thermal Evaporation of Lithium for Boosting the Energy Density of Lithium Ion Cells (Adv. Funct. Mater. 22/2022),64,"[""abstract_50_79""]"
W2034888444,base,22,2011,Design and application of OPPC on the 110 kV transmission lines in sanmenxia,79,"[""abstract_50_79""]"
W2255444607,base,33,2009,Hazparneko bertsolari xurien eta gorrien arteko azken uztarrak,64,"[""abstract_50_79""]"
W2170817528,base,20,2005,Public Land Agencies in Australia: The key to positive planning?,71,"[""abstract_50_79""]"
W4238253549,base,33,2021,Countermeasures Study on Money Laundering Using Cryptocurrency for Cyber Safety,111,"[""many_non_ascii_letters""]"
W2751784216,base,22,2017,Radiative peristaltic flow of magneto nanofluid in a porous channel with thermal radiation,57,"[""abstract_50_79""]"
W4390991426,base,27,2023,Progress of nursing interventions on malnutrition among patients with lung cancer,69,"[""abstract_50_79""]"
W2183397323,base,22,2007,Adaptive MIMOradar system inclutter,72,"[""abstract_50_79""]"
W2352488163,base,27,2002,Discussion on Factors of Influencing the Athlete's Expressive Power and the Way of Development It,65,"[""abstract_50_79""]"
W2373251960,base,31,2010,Chaotic oscillation employing CCCII simulated inductance,67,"[""abstract_50_79""]"
W2128065904,base,22,2010,The Stabilization Model of Receive Sensitivity of Thick Film Oscillation Circuit for Air Explosion Shell,68,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2626077913,base,17,2017,Design and Development of Mobile Learning System Based on Internet,64,"[""abstract_50_79""]"
W2799997247,base,33,2007,Corpus Iuris and Green Paper on criminal law protection of the financial interests of the Community,58,"[""abstract_50_79""]"
W2955077626,base,17,2011,Evolvable Hardware System Based on FPGA,71,"[""abstract_50_79""]"
W3083933300,base,22,2020,Finite-time Stabilization of Discrete-time Switched System,75,"[""abstract_50_79""]"
W4367044113,base,22,2023,Laser-Induced Recrystallization of Perovskite Quantum Dots for Flexible/Wearable Light-Emitting Devices,79,"[""abstract_50_79""]"
W2371951223,base,27,2003,Several Problems Should draw Attention in The Diagnosis and Treatment of Soft Tissue Sarcoma,67,"[""abstract_50_79""]"
W2369537475,base,22,2007,Study to the System for Diagnosing the Malfunction of Ventilator Based on Syncretic Neural Network,60,"[""abstract_50_79""]"
W2767070874,base,36,2017,Efficiently finding and using evidence to guide clinical practice and improve care,70,"[""abstract_50_79""]"
W2360072338,base,22,2009,Robust Stability Analysis for a Class of Urban Rail Transit Systems,65,"[""abstract_50_79""]"
W2313239655,base,18,2008,Chinese Companies’ Network-Centric Management Strategy and Confucian Business Ethics,215,"[""many_non_ascii_letters""]"
W4212999031,base,22,2021,Review of the requirements for controlled parameters of pipes bending for ship pipelines,57,"[""abstract_50_79""]"
W3142516458,base,23,2009,Isolation of marine benzo[a]pyrene-degrading Ochrobactrum sp. BAP5 and proteins characterization,66,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W3014952345,base,28,2020,Results Of Selective Intra-Arterial Infusions Of Mesenchymal Stem Cells In Two Children With Rasmussen Encephalitis,77,"[""abstract_50_79""]"
W1999066423,base,22,2012,Study on the Necessity of Small Inter-Basion Transfers Project,79,"[""abstract_50_79""]"
W4400336173,base,32,2024,"A Proposal to Test a Strategy of Interdisciplinary Transfer between Algebra and Computer Science for Self-Efficacy, Optimized Cognitive Load, and Conceptual Understanding",51,"[""abstract_50_79""]"
W4297660999,base,12,2022,"Elizade University, Ilara-Mokin 2022/2023 Admission Forms Under graduate/Post Utme Form is Out Call ☎( 080)29973136-08029973136 Dr Mrs.ANITA for more details on DE/Transfer Screening form,Remedial/Direct Entry Admission Form call (08029973136 Mrs ANITA 08029973136,.This is to inform the general public that the PreDegree Application form session sale call 08029973136 mrs anita 08029973136 now.",58,"[""abstract_50_79""]"
W3094598843,base,33,2009,Die »Grundzüge des Verfassungsrechts« von Konrad Hesse im Wandel ihrer Auflagen,75,"[""abstract_50_79""]"
W4214930313,base,20,2015,JSP volume 44 issue 4 Cover and Front matter,60,"[""abstract_50_79""]"
W4393283171,base,32,2024,The Semantic Asymmetry in Transitivity Alternation : A Study on Ergatives and Middles,173,"[""many_non_ascii_letters""]"
W2010410929,base,23,2001,Towards a European Higher Education Area,65,"[""abstract_50_79""]"
W2359079090,base,22,2007,Application of the Excel 2007 Software in ABC Management of Inventory,63,"[""abstract_50_79""]"
W2380170845,base,22,2010,Leakage Control of Water Distribution System Based on Pressure-driven Node Flow Model,75,"[""abstract_50_79""]"
W2160514048,base,22,2005,Identification of the shaft orbits for turbine rotor by modified Fourier descriptors,75,"[""abstract_50_79""]"
W48360593,base,17,2011,Low bit rate speech coders,60,"[""abstract_50_79""]"
W2389209805,base,17,2005,A Robust Digital Watermarking Algorithm and Its Realization by Means of MATLAB,74,"[""abstract_50_79""]"
W4300424440,base,23,2020,Environmental risk factors for oesophageal cancer in Malawi: A case-control study,53,"[""abstract_50_79""]"
W2412773684,base,33,2005,The Nova Scotia Restorative Justice Initiative: Final Evaluation Report,59,"[""abstract_50_79""]"
W2537972804,base,22,2016,All-PM CW fiber optical parametric oscillator,69,"[""abstract_50_79""]"
W7209401148,base,23,2002,"[WI, Columbus, 26] Farmers and Merchants Union Bank. 06",68,"[""abstract_50_79""]"
W2382687758,base,17,2009,Analysis of the Current Research Situation on Network Language,64,"[""abstract_50_79""]"
W3011514689,base,17,2019,Il corpus KIParla. Tra linguistica dei corpora e sociolinguistica dell’italiano,73,"[""abstract_50_79""]"
W2791209369,base,12,2018,A Monk’s Repose: The Icon of The Dormition of Saint Ephrem the Syrian and Contemporary Orthodox Monasticism,188,"[""many_non_ascii_letters""]"
W2103343489,base,22,2006,PALSAR Characterization and Initial Calibration,74,"[""abstract_50_79""]"
W2368665434,base,22,2008,Effect of Alloying Elements on Microstructure and Mechanical Properties of T/P91 Steel Weld,71,"[""abstract_50_79""]"
W4286853749,base,27,2016,Ploidy Manipulation of Zebrafish Embryos with Heat Shock 2 Treatment,77,"[""abstract_50_79""]"
W2973022151,base,22,2019,Reflectarray Compact Antenna Test Range Concept,51,"[""abstract_50_79""]"
W2374536813,base,27,2002,[Differences in gene expression between Taxus chinensis cells during Taxol-synthesis phase and those during non-Taxol-synthesis phase].,74,"[""abstract_50_79""]"
W2613120213,base,16,2003,Explore Variable potential ion guide for mass spectrometry,62,"[""abstract_50_79""]"
W1974527593,base,27,2014,"Doctor, Your Next Patient Is the Rabbit in Room 7",69,"[""abstract_50_79""]"
W2350805558,base,17,2008,Analysis on Vocational Colleges' Characteristic Specialty Construction,78,"[""abstract_50_79""]"
W2066069877,base,22,2013,Analysis of nearspace vehicle flight motion modeling,68,"[""abstract_50_79""]"
W1994469004,base,17,2010,An elastic - Fluid mixing Web layout design based on css,75,"[""abstract_50_79""]"
W2045910407,base,31,2008,THE AUGER EXPERIMENT STATUS AND RESULTS,61,"[""abstract_50_79""]"
W2493683329,base,23,2016,Innenrücktitelbild: Self‐Assembly of Measles Virus Nucleocapsid‐like Particles: Kinetics and RNA Sequence Dependence (Angew. Chem. 32/2016),64,"[""abstract_50_79""]"
W2352825047,base,14,2011,Analysis and Processing of Data-mining-based Life Insurance Awareness,70,"[""abstract_50_79""]"
W2353095962,base,32,2000,Meteorological indexes forocast of people's dressing thickness in Nanning,72,"[""abstract_50_79""]"
W2377246700,base,27,2008,Research Advances on Anesthetic Preconditioning in Protection of Heart and Brain,55,"[""abstract_50_79""]"
W3199482033,base,27,2021,Bilateral axillary lymph node metastases of a serous ovarian carcinoma: A case report,59,"[""abstract_50_79""]"
W2361443812,base,17,2009,Functions of Encyclopedic Information on the Realization of Textual Implicit Coherence,61,"[""abstract_50_79""]"
W2200477015,base,14,2005,Researching SME: dilemmas of studies on innovations and international comparisons,74,"[""abstract_50_79""]"
W7205121311,base,12,2013,"Ball State University, School of Music [presents] Doctor of Arts performance recital : Karen Bryson, oboe",64,"[""abstract_50_79""]"
W2013144172,base,13,2010,Four Channel Electronystagmographic (ENG) Studies of Eye Movements Induced by Linear Accelerations,68,"[""abstract_50_79""]"
W2171011533,base,32,2010,A coach's perspective and brief commentary on “Executive consulting under pressure: A case study”.,51,"[""abstract_50_79""]"
W4385192478,base,17,2023,"A 4.8mW, 800Mbps Hybrid Crypto SoC for Post-Quantum Secure Neural Interfacing",70,"[""abstract_50_79""]"
W2724405649,base,33,2004,The challenges in Europe : a critical discussion on the opportunities for Social Work Education in the Netherlands,56,"[""abstract_50_79""]"
W2086537009,base,22,2012,Further Development of Exterior Design in Rail Transport Vehicle by Using New Materials,67,"[""abstract_50_79""]"
W1533076758,base,31,2005,Soliton Solutions of Discrete Complex Ginzburg-Landau Equation via Extended Hyperbolic Function Approach,61,"[""abstract_50_79""]"
W2186773939,base,22,2008,REVIEW OF POSSIBILITY OF ESTIMATING PMD BY FIXED ANALYZER METHOD FOR NEW OPTICAL FIBERS,53,"[""abstract_50_79""]"
W2052125123,base,11,2009,Chelodesmid studies. XXVI. A new genus and tribe of chelodesmid millipeds from Ecuador (Polydesmida: Chelodesmidae),64,"[""abstract_50_79""]"
W2139908365,base,22,2011,PIFA–Top-Loaded-Monopole Antenna With Diversity Features for WBAN Applications,78,"[""abstract_50_79""]"
W2359588642,base,17,2002,High Vocational Education Cannot Ignore Aesthetics Education,58,"[""abstract_50_79""]"
W2377508798,base,22,2007,Improved Method for Fault Recognition Based on GA Rule,78,"[""abstract_50_79""]"
W2043667997,base,19,2004,Comment on “The effect of velocity structure errors on double‐difference earthquake location” by A. Michelini and A. Lomax,78,"[""abstract_50_79""]"
W2762484990,base,22,2017,Focusing THz radiation in μm-scale waveguides,55,"[""abstract_50_79""]"
W1554311998,base,22,2004,Comparison between narrow-angle-band and wide-angle-band spatio-temporal FEM and FD BPM codes for the propagation of ultrashort optical pulses,58,"[""abstract_50_79""]"
W2186591938,base,35,2014,Prevention and Treatment of IAN Injuries: A Literature Review,60,"[""abstract_50_79""]"
W2386715593,base,17,2008,A Study on the Integrated Development System of Network Curriculum,52,"[""abstract_50_79""]"
W3121997522,base,20,2008,Why Pro-Defendant Criminal Procedure Might Hurt the Innocent *,54,"[""abstract_50_79""]"
W4406299357,base,33,2024,On ‘Fake Nostalgia’ in the K-Pop Music Videos - Analysis of retro styles in NewJeans’ music videos -,182,"[""many_non_ascii_letters""]"
W2365138354,base,22,2009,Study on Control System of Simple Transient Chassis Dynamometer,61,"[""abstract_50_79""]"
W2470300830,base,13,2016,Direct observation of the generation of coherent optical phonons in thin antimony films by the femtosecond electron diffraction method,79,"[""abstract_50_79""]"
W7139630762,base,25,2016,Зарубіжний досвід управління забезпеченням якості у будівництві та експлуатації споруд для зберігання нафти,61,"[""abstract_50_79""]"
W2908128544,base,22,2018,FORECAST OF METALLIC MINERAL RESOURCE DEPOSITS BASED ON THE PRINCIPLES OF SHOCK-EXPLOSIVE TECTONICS AND USE OF THE EARTH REMOTE SENSING DATA,76,"[""abstract_50_79""]"
W4393376993,base,20,2024,2024 Pathway manual introduction,2656,"[""abstract_over_2000_words""]"
W2925255009,base,33,2018,Stakeholder Participation in Land-Use Planning Processes: An Assessment of London’s Official Plan Review Process- ‘Rethink London’ Using the Collaborative Planning Framework,75,"[""abstract_50_79""]"
W1604731702,base,20,2011,A Critical Genealogy of European Macroeconomic Governance,72,"[""abstract_50_79""]"
W1480171172,base,22,2005,0.13μm 210GHz f/sub T/ SiGe HBTs - expanding the horizons of SiGe BiCMOS,66,"[""abstract_50_79""]"
W4366774200,base,27,2023,"""New Parameters in Covid-19 Therapy Guidance: A Retrospec-Tive Study""",59,"[""abstract_50_79""]"
W4241146124,base,20,2007,Iraq struggles to pass new oil law,79,"[""abstract_50_79""]"
W2376020034,base,22,2006,A Strategic Analysis on Forming Regional Logistics Platform on Western Coast of Taiwan Strait,59,"[""abstract_50_79""]"
W1631337148,base,25,2004,Ultra-slow Dynamics in Glass-forming Polybutadiene,62,"[""abstract_50_79""]"
W3198553150,base,35,2021,THE VERDOPPLERBOT™. A ROBOT FOR 3D BENDING ORTHODONTIC WIRES. PART 1,72,"[""abstract_50_79""]"
W2183086810,base,27,2015,Foxp3+cells are running the show in patients with surgically resected nonsmall cell lung cancer,64,"[""abstract_50_79""]"
W1860368496,base,27,2005,Regional Use of Complementary and Alternative Therapies by Critical Care Nurses,3186,"[""abstract_over_2000_words""]"
W2618362677,base,22,2014,Signage and wayfinding in library planning and design / Ahmad Zulhilmi Azmi and Rosidah Ismail,62,"[""abstract_50_79""]"
W2118644340,base,11,2011,Biology and Immature Stages of Snail-Killing Flies Belonging to the GenusTetanocera(Diptera: Sciomyzidae). V. Biology of Three Additional Species Having Larvae that Prey on Aquatic Pulmonate Snails,77,"[""abstract_50_79""]"
W2386425403,base,23,2004,Design of the Quality Ship System and Model for the Ship Safety Control,51,"[""abstract_50_79""]"
W4396673582,base,17,2024,Research on layout of wireless sensor networks in shield tunnels,69,"[""abstract_50_79""]"
W2353641196,base,33,2004,An enlightenment of ideological and political education on essential theory of human being,71,"[""abstract_50_79""]"
W2533836934,base,31,2018,Massless QFT and the Newton-Wigner Operator,57,"[""abstract_50_79""]"
W4405897987,base,33,2023,STUDYING OF READING COGNITIVE PROCESSES IN RUSSIAN AS A FOREIGN LANGUAGE,63,"[""abstract_50_79""]"
W2358668364,base,21,2012,Transmission Network Expansion Planning Considering Distributed Generation,53,"[""abstract_50_79""]"
W2096234365,base,17,2009,Design of gesture interface for deskwork support system,57,"[""abstract_50_79""]"
W3030115203,base,27,2009,含莫西沙星三联疗法作为二线治疗幽门螺杆菌感染的疗效,67,"[""abstract_50_79"", ""many_non_ascii_letters""]"
W2362671048,base,22,2007,Study on the recycling system of lead-acid batteries,70,"[""abstract_50_79""]"
W3158486261,base,33,2016,"Census Atlas, Part-XII, Series-23, West Bengal",73,"[""abstract_50_79""]"
W4392593658,base,26,2024,Global phase portraits of generalized polynomial Liénard system with a unique equilibrium and a periodic annulus,74,"[""abstract_50_79""]"
W4387266018,base,27,2023,up there,61,"[""abstract_50_79""]"
W2390429235,base,17,2005,Application of Hough Transform on IRIS Segmentation,71,"[""abstract_50_79""]"
W2367533615,base,24,2006,Progress in study on relationship between nonclassical human leucocyte antigenI and immunology in pregnancy,57,"[""abstract_50_79""]"
W2057350511,base,17,2010,Local Gabor Binary Pattern Random Subspace Method for eyeglasses-face recognition,79,"[""abstract_50_79""]"
W2375909678,base,17,2003,Segmentation of Blood Cell Image,62,"[""abstract_50_79""]"
W2911729205,base,27,2018,Introducción al problema de la conciencia desde la filosofía de la mente,73,"[""abstract_50_79""]"
W2977288289,base,29,2010,Developments and spectroscopy characteristics of seco-glycosides,75,"[""abstract_50_79""]"
W2921489704,base,23,2018,"Transsolar, Sofie Pelsmakers and Walter Unterrainer on a lecture by Stefan Holst",72,"[""abstract_50_79""]"
W4411658308,base,18,2022,The Relationship between the Alignment of Information Technology and Business Strategy and the Organization’s Financial Performance,73,"[""abstract_50_79""]"
W2996672164,base,27,2020,How can we manage patients over forty with endometriosis?,70,"[""abstract_50_79""]"
W2393027446,base,22,2006,Analysis of forming process and design of die for deep taper pipe with hole,58,"[""abstract_50_79""]"
W2352194715,base,22,2010,The optical access system implementing multi-media services,55,"[""abstract_50_79""]"
W2182855953,base,22,2006,Investigation of VHF signals in bands I and II in southern India and model comparisons,68,"[""abstract_50_79""]"
W2383091955,base,17,2001,The Role of Modern Education Technology Medium in the Contemporary Education,64,"[""abstract_50_79""]"
W3089074546,base,22,2020,A Fast Pointing Error Analysis System for Photoelectric Detection Mechanisms,53,"[""abstract_50_79""]"
W2360459927,base,36,2013,Field Medical Equipment Management for Mobile Unit of CAPF,54,"[""abstract_50_79""]"
W2330678146,base,27,2016,Epilepsziával szövődött terhesség preconceptionalis és perinatalis kihívásai,74,"[""abstract_50_79""]"
W2072458592,base,22,2014,Nonlinear Excitation Associated with Direct Laser Writing in SU-8,77,"[""abstract_50_79""]"
W4254563279,base,11,2015,Food industry employees and staphylococcal food poisoning,79,"[""abstract_50_79""]"
W4401429681,base,33,2009,Dari India untuk Dunia: Peran Darul Ulum Deoband dalam Pelestarian Hadis dan Ulumul Hadis,75,"[""abstract_50_79""]"
W2022137636,base,25,2000,Influence of film size on giant magneto-impedance effect,66,"[""abstract_50_79""]"
W2024994437,base,27,2005,Ultrasound assessment of caudal catheter position in infants,60,"[""abstract_50_79""]"
W2356111580,base,12,2007,On the Artistic Photography of Scenery,50,"[""abstract_50_79""]"
W4392963258,base,18,2024,Fixed Effect Regression vs. Random Effect Hierarchical Linear Model (HLM) : The Impact of Family Composition and Information Privacy Concerns on Critical Information-Seeking Behavior,320,"[""many_non_ascii_letters""]"
W2131899968,base,17,2006,Periodic Location Area Update Schemes for UMTS 3G Mobile Networks: Optimality and Comparison,78,"[""abstract_50_79""]"
W2566152801,base,25,2017,Surface-mounted MOF templated fabrication of homochiral polymer thin film for enantioselective adsorption of drugs,75,"[""abstract_50_79""]"
W1966043707,base,17,2014,On a fast discrete straight line segment detection,61,"[""abstract_50_79""]"
W1546617667,base,32,2010,Representational scripting to support students' online problem-solving performance,55,"[""abstract_50_79""]"
W2906013155,base,22,2018,Calculating the Input Impedance of a Microstrip Antenna with a Substrate of a Chiral Metamaterial,62,"[""abstract_50_79""]"
W2187149751,base,23,2009,Pathogens and indicators in wastewater matrices,57,"[""abstract_50_79""]"
W2036866981,base,23,2009,Treatment of Waste Carwash Water by Flocculation and Filtration Using Submerged Hollow Fiber Membrane,91,"[""many_non_ascii_letters""]"
W2916366102,base,16,2012,"3-Acetyl-1-(2,4-dimethylphenyl)thiourea",79,"[""abstract_50_79""]"
W739588,base,33,2013,Взаимоотношения человека и природы в прозе Махмута Хасанова,76,"[""abstract_50_79""]"
W2413897693,base,27,2009,Carbohydrate withdrawal: is recognition the first step to recovery?,50,"[""abstract_50_79""]"
W2076521216,base,20,2007,"Imagining risk, care and security",73,"[""abstract_50_79""]"
W4394749181,base,11,2023,"Records of New Species of Vascular Plants in the Northern Koryakia, Kamchatka Territory",69,"[""abstract_50_79""]"
W2808391276,base,17,2018,A Proposed Study with the “DARPA Model” Network Issue Classifier,68,"[""abstract_50_79""]"
W4298423444,base,33,2018,Specificities of Formation and Realization of Migrants’ Social Rights in Russia and China,72,"[""abstract_50_79""]"
W2263263084,base,22,2013,An Efficient Broadcast Scheme for Disseminating Emergency Message in Urban Vehicular Ad-Hoc Networks,194,"[""many_non_ascii_letters""]"
W2370174638,base,22,2011,Course Teaching Research and Discussions of Principles of Electric Circuits,78,"[""abstract_50_79""]"
W431794291,base,26,2012,Multivariate Local Polynomial Regression With Autocorrelated Errors,65,"[""abstract_50_79""]"
W2375977076,base,27,2008,Application of DEXA to Body Composition Measurement,64,"[""abstract_50_79""]"
W2724169704,base,16,2017,"Thermolysis of 1-(methylideneamino)-1H-pyrrole-2,3-diones. Formation of pyrazolodioxazines at [4+2]-cycloaddition of azomethinimines to arylcarbaldehydes",66,"[""abstract_50_79""]"
W2262875770,base,33,2015,"CFP : Interfaith Love: Love, Sex and Marriage in the Islamicate World from the Middle Ages to the Present. Leiden | Deadline: 15 December 2015",76,"[""abstract_50_79""]"
W2360417735,base,22,2013,Study on Three-phase Inconsistent Protection of the Circuit Breaker,62,"[""abstract_50_79""]"
W3043712711,base,22,2020,Facile preparation of a stable 3D host for lithium metal anodes,53,"[""abstract_50_79""]"
