tail,row_index,subfield_id,field_id,period_start,scope,k,mean_over_repeats,min_over_repeats,max_over_repeats,repeats,work_id,field_display_name,subfield_display_name,range_over_repeats
upper,365655,2732,27,2015,field,25,0.7751999999999999,0.76,0.7982222222222223,10,W2619209644,Medicine,Orthopedics and Sports Medicine,0.03822222222222227
upper,388241,2704,27,2015,field,25,0.7798222222222222,0.7466666666666667,0.8044444444444444,10,W1832748915,Medicine,Biochemistry,0.057777777777777706
upper,246447,2732,27,2010,field,25,0.7801777777777777,0.7537777777777778,0.8071111111111111,10,W2090456657,Medicine,Orthopedics and Sports Medicine,0.053333333333333344
upper,113125,2704,27,2020,field,25,0.7844444444444445,0.7475555555555556,0.8026666666666666,10,W4390121226,Medicine,Biochemistry,0.055111111111111
upper,451116,2611,26,2010,field,25,0.7846222222222222,0.7324444444444445,0.8515555555555555,10,W2149441268,Mathematics,Modeling and Simulation,0.11911111111111106
upper,453126,2611,26,2020,field,25,0.7846222222222222,0.695111111111111,0.8497777777777777,10,W4206955489,Mathematics,Modeling and Simulation,0.15466666666666673
upper,260965,2611,26,2020,field,25,0.7869333333333334,0.7217777777777777,0.8648888888888889,10,W4389396429,Mathematics,Modeling and Simulation,0.1431111111111112
upper,288213,2732,27,2020,field,25,0.7890666666666666,0.7653333333333333,0.8097777777777777,10,W4386793506,Medicine,Orthopedics and Sports Medicine,0.0444444444444444
upper,169756,2704,27,2020,field,25,0.7896,0.7653333333333333,0.8213333333333334,10,W4200551643,Medicine,Biochemistry,0.05600000000000005
upper,373462,3003,30,2015,field,25,0.7899555555555556,0.727111111111111,0.8266666666666667,10,W265253170,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.09955555555555562
upper,303344,3108,31,2000,field,25,0.7906666666666667,0.7324444444444445,0.8417777777777777,10,W2381602413,Physics and Astronomy,Radiation,0.10933333333333328
upper,177840,2704,27,2020,field,25,0.7910222222222222,0.7440000000000001,0.8222222222222223,10,W4399316112,Medicine,Biochemistry,0.07822222222222219
upper,287058,2704,27,2015,field,25,0.791911111111111,0.7395555555555555,0.816,10,W2770337093,Medicine,Biochemistry,0.07644444444444443
upper,133407,2704,27,2010,field,25,0.792088888888889,0.768,0.8275555555555556,10,W1970928560,Medicine,Biochemistry,0.059555555555555584
upper,334826,2732,27,2020,field,25,0.7947555555555557,0.7768888888888889,0.8142222222222222,10,W4377011937,Medicine,Orthopedics and Sports Medicine,0.03733333333333333
upper,389718,2611,26,2020,field,25,0.7976888888888889,0.728,0.8577777777777778,10,W3173946852,Mathematics,Modeling and Simulation,0.12977777777777777
upper,279780,2704,27,2010,field,25,0.7990222222222222,0.7591111111111111,0.8240000000000001,10,W2012698699,Medicine,Biochemistry,0.064888888888889
upper,467089,3003,30,2000,field,25,0.7992888888888889,0.7662222222222222,0.8595555555555555,10,W2061219406,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.09333333333333327
upper,364115,1313,13,2005,field,25,0.7997333333333334,0.7759999999999999,0.8204444444444445,10,W589526065,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.04444444444444462
upper,288875,1313,13,2010,field,25,0.8056000000000001,0.7902222222222223,0.816,10,W2323662504,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.025777777777777677
upper,149722,2704,27,2020,field,25,0.8084444444444443,0.7795555555555554,0.8328888888888889,10,W4400764299,Medicine,Biochemistry,0.053333333333333455
upper,135469,2704,27,2020,field,25,0.8103999999999999,0.7697777777777778,0.8417777777777777,10,W3115483515,Medicine,Biochemistry,0.07199999999999995
upper,453189,2611,26,2020,field,25,0.8235555555555557,0.7573333333333333,0.9182222222222223,10,W4392566903,Mathematics,Modeling and Simulation,0.16088888888888897
upper,294127,2704,27,2010,field,25,0.8271111111111111,0.7768888888888889,0.8577777777777778,10,W1693701461,Medicine,Biochemistry,0.0808888888888889
upper,474584,3003,30,2020,field,25,0.828,0.7911111111111111,0.8995555555555554,10,W4323534322,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.10844444444444434
upper,471476,3003,30,2010,field,25,0.837511111111111,0.8071111111111111,0.8924444444444444,10,W2566237706,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,0.08533333333333326
upper,396265,1313,13,2005,field,25,0.8400000000000001,0.8142222222222222,0.8746666666666667,10,W2388081443,"Biochemistry, Genetics and Molecular Biology",Molecular Medicine,0.06044444444444452
upper,277783,2611,26,2020,field,25,0.8533333333333333,0.7573333333333333,0.9208888888888889,10,W3101099515,Mathematics,Modeling and Simulation,0.16355555555555557
