branch,label,uint64_seed
centres,centres/primary/subfield/2746/6/2000,9592306311068474343
centres,centres/primary/subfield/2746/6/2005,15395521145115374453
centres,centres/primary/subfield/2746/6/2010,13008941873899828568
centres,centres/primary/subfield/2746/6/2015,15280325829120876545
centres,centres/primary/subfield/2746/6/2020,12894424426484860640
centres,centres/primary/subfield/2748/6/2000,10960015776867599123
centres,centres/primary/subfield/2748/6/2005,16361366167702758608
centres,centres/primary/subfield/2748/6/2010,4799633867665985994
centres,centres/primary/subfield/2748/6/2015,17758232449451303222
centres,centres/primary/subfield/2748/6/2020,1387102695273214163
centres,centres/primary/subfield/2802/6/2000,5855007382952787657
centres,centres/primary/subfield/2802/6/2005,11877869772988832834
centres,centres/primary/subfield/2802/6/2010,13051686278942623115
centres,centres/primary/subfield/2802/6/2015,746118289026018983
centres,centres/primary/subfield/2802/6/2020,8698754681915437854
centres,centres/primary/subfield/2804/6/2000,2727349895243735781
centres,centres/primary/subfield/2804/6/2005,14883437541882393302
centres,centres/primary/subfield/2804/6/2010,9858881872470358126
centres,centres/primary/subfield/2804/6/2015,1806687473719048385
centres,centres/primary/subfield/2804/6/2020,1978894332183945771
centres,centres/primary/subfield/2805/6/2000,11803238618147047319
centres,centres/primary/subfield/2805/6/2005,15607025304898221720
centres,centres/primary/subfield/2805/6/2010,9253203617150028589
centres,centres/primary/subfield/2805/6/2015,17846147065976927712
centres,centres/primary/subfield/2805/6/2020,1618652103797311576
centres,centres/primary/subfield/2806/6/2000,14801864920126007967
centres,centres/primary/subfield/2806/6/2005,12534709501136986684
centres,centres/primary/subfield/2806/6/2010,4409446681905452246
centres,centres/primary/subfield/2806/6/2015,7143736671335734641
centres,centres/primary/subfield/2806/6/2020,15788201737182443785
centres,centres/primary/subfield/2807/6/2000,12559915717878017916
centres,centres/primary/subfield/2807/6/2005,10767762219228648979
centres,centres/primary/subfield/2807/6/2010,15258836671905544265
centres,centres/primary/subfield/2807/6/2015,12413510704979450255
centres,centres/primary/subfield/2807/6/2020,9309853618592037363
centres,centres/primary/subfield/2808/6/2000,18102547659625507245
centres,centres/primary/subfield/2808/6/2005,14472085199479099656
centres,centres/primary/subfield/2808/6/2010,4226715239993205057
centres,centres/primary/subfield/2808/6/2015,6337253133157923647
centres,centres/primary/subfield/2808/6/2020,7665886108158416086
centres,centres/primary/subfield/2809/6/2000,17039113675641842843
centres,centres/primary/subfield/2809/6/2005,14792532482345065433
centres,centres/primary/subfield/2809/6/2010,16936913797700758985
centres,centres/primary/subfield/2809/6/2015,2313421167292846096
centres,centres/primary/subfield/2809/6/2020,8395517746556315604
centres,centres/primary/subfield/2910/6/2000,5785131366482108985
centres,centres/primary/subfield/2910/6/2005,16789837729487573311
centres,centres/primary/subfield/2910/6/2010,10079521470212180435
centres,centres/primary/subfield/2910/6/2015,16404193665446846713
centres,centres/primary/subfield/2910/6/2020,15058756949177519306
centres,centres/primary/subfield/2911/6/2000,8422353221237355577
centres,centres/primary/subfield/2911/6/2005,4316242407275423972
centres,centres/primary/subfield/2911/6/2010,2046709483236813916
centres,centres/primary/subfield/2911/6/2015,5861766044606704615
centres,centres/primary/subfield/2911/6/2020,13505596263608284168
centres,centres/primary/subfield/2916/6/2000,10028432352463431473
centres,centres/primary/subfield/2916/6/2005,14331629982838704730
centres,centres/primary/subfield/2916/6/2010,2382386264224629943
centres,centres/primary/subfield/2916/6/2015,12437130094976707836
centres,centres/primary/subfield/2916/6/2020,13418368822355840127
centres,centres/primary/subfield/2922/6/2000,7458537989315939902
centres,centres/primary/subfield/2922/6/2005,15861943910706604699
centres,centres/primary/subfield/2922/6/2010,13607657340579726685
centres,centres/primary/subfield/2922/6/2015,5360214640797266293
centres,centres/primary/subfield/2922/6/2020,12372766179639175150
centres,centres/primary/subfield/3003/6/2000,17050165532337102803
centres,centres/primary/subfield/3003/6/2005,14175426881282922152
centres,centres/primary/subfield/3003/6/2010,7852000577155063305
centres,centres/primary/subfield/3003/6/2015,10701986642088663651
centres,centres/primary/subfield/3003/6/2020,5420705023981170970
centres,centres/primary/subfield/3004/6/2000,12980344868578039545
centres,centres/primary/subfield/3004/6/2005,17443860663308920562
centres,centres/primary/subfield/3004/6/2010,18104120317722781780
centres,centres/primary/subfield/3004/6/2015,5104573818973613295
centres,centres/primary/subfield/3004/6/2020,3859355766648609303
centres,centres/primary/subfield/3005/6/2000,3762731557243016374
centres,centres/primary/subfield/3005/6/2005,16793710493249903039
centres,centres/primary/subfield/3005/6/2010,11375775616630695748
centres,centres/primary/subfield/3005/6/2015,16339914230810397685
centres,centres/primary/subfield/3005/6/2020,5414506427964202730
centres,centres/primary/subfield/3103/6/2000,91324131085108696
centres,centres/primary/subfield/3103/6/2005,10018582016866963359
centres,centres/primary/subfield/3103/6/2010,8815307729152462938
centres,centres/primary/subfield/3103/6/2015,4738878299248531749
centres,centres/primary/subfield/3103/6/2020,16476841423385199017
centres,centres/primary/subfield/3104/6/2000,11296031298892076341
centres,centres/primary/subfield/3104/6/2005,4922452728401677870
centres,centres/primary/subfield/3104/6/2010,8864036892092967875
centres,centres/primary/subfield/3104/6/2015,11077421761627795213
centres,centres/primary/subfield/3104/6/2020,9892574363615775639
centres,centres/primary/subfield/3106/6/2000,2137859971849664297
centres,centres/primary/subfield/3106/6/2005,8202548823128494140
centres,centres/primary/subfield/3106/6/2010,13429969881668145883
centres,centres/primary/subfield/3106/6/2015,10617290606694109200
centres,centres/primary/subfield/3106/6/2020,10941646853996732358
centres,centres/primary/subfield/3107/6/2000,8072127124308401427
centres,centres/primary/subfield/3107/6/2005,10579011241748003159
centres,centres/primary/subfield/3107/6/2010,11381744554286370970
centres,centres/primary/subfield/3107/6/2015,15061064512842683159
centres,centres/primary/subfield/3107/6/2020,4475207436986513634
centres,centres/primary/subfield/3108/6/2000,11416184361817297711
centres,centres/primary/subfield/3108/6/2005,1306455080187173008
centres,centres/primary/subfield/3108/6/2010,1139628146486073977
centres,centres/primary/subfield/3108/6/2015,8001026813092076498
centres,centres/primary/subfield/3108/6/2020,8660831988424203292
centres,centres/primary/subfield/3109/6/2000,4642256916896037571
centres,centres/primary/subfield/3109/6/2005,5679607177294764047
centres,centres/primary/subfield/3109/6/2010,10108898822348977667
centres,centres/primary/subfield/3109/6/2015,12722952105135385526
centres,centres/primary/subfield/3109/6/2020,15866613010584181150
centres,centres/primary/subfield/3202/6/2000,4362133786766263053
centres,centres/primary/subfield/3202/6/2005,10295439758463151197
centres,centres/primary/subfield/3202/6/2010,3089658238246512219
centres,centres/primary/subfield/3202/6/2015,16073435614836859026
centres,centres/primary/subfield/3202/6/2020,13809855926246611642
centres,centres/primary/subfield/3203/6/2000,12922848854538441736
centres,centres/primary/subfield/3203/6/2005,206164810219768141
centres,centres/primary/subfield/3203/6/2010,8481960600097180830
centres,centres/primary/subfield/3203/6/2015,5606355525700528083
centres,centres/primary/subfield/3203/6/2020,4933240733758064098
centres,centres/primary/subfield/3204/6/2000,13981640663863751227
centres,centres/primary/subfield/3204/6/2005,3960411641017863098
centres,centres/primary/subfield/3204/6/2010,3527946042454032797
centres,centres/primary/subfield/3204/6/2015,18189205076339148451
centres,centres/primary/subfield/3204/6/2020,9675674961108584862
centres,centres/primary/subfield/3205/6/2000,12493923729189921255
centres,centres/primary/subfield/3205/6/2005,5764041447101192820
centres,centres/primary/subfield/3205/6/2010,10102762879238156551
centres,centres/primary/subfield/3205/6/2015,3363465290442829277
centres,centres/primary/subfield/3205/6/2020,14815508137267576593
centres,centres/primary/subfield/3207/6/2000,8528184680257052736
centres,centres/primary/subfield/3207/6/2005,13504397163911093372
centres,centres/primary/subfield/3207/6/2010,4745417571003008506
centres,centres/primary/subfield/3207/6/2015,4491119002942619391
centres,centres/primary/subfield/3207/6/2020,12449463151437026827
centres,centres/primary/subfield/3303/6/2000,13388926252547896749
centres,centres/primary/subfield/3303/6/2005,10347754833243948788
centres,centres/primary/subfield/3303/6/2010,7909178446335884229
centres,centres/primary/subfield/3303/6/2015,17615926798858545163
centres,centres/primary/subfield/3303/6/2020,514406397101113752
centres,centres/primary/subfield/3304/6/2000,17255405658897373888
centres,centres/primary/subfield/3304/6/2005,1556846106957114730
centres,centres/primary/subfield/3304/6/2010,10873450086450099600
centres,centres/primary/subfield/3304/6/2015,12396318537207955307
centres,centres/primary/subfield/3304/6/2020,13495367392310602959
centres,centres/primary/subfield/3305/6/2000,3667595823380894656
centres,centres/primary/subfield/3305/6/2005,1062025283983250347
centres,centres/primary/subfield/3305/6/2010,14408246419238909247
centres,centres/primary/subfield/3305/6/2015,7789659384942911919
centres,centres/primary/subfield/3305/6/2020,18108300253376945783
centres,centres/primary/subfield/3306/6/2000,6939196199411272877
centres,centres/primary/subfield/3306/6/2005,17098831138272054498
centres,centres/primary/subfield/3306/6/2010,12801843238617642478
centres,centres/primary/subfield/3306/6/2015,17635406061461107154
centres,centres/primary/subfield/3306/6/2020,12730959320395310043
centres,centres/primary/subfield/3307/6/2000,2897819222417279304
centres,centres/primary/subfield/3307/6/2005,11656057542567621266
centres,centres/primary/subfield/3307/6/2010,13123692069389800245
centres,centres/primary/subfield/3307/6/2015,6893387967147355335
centres,centres/primary/subfield/3307/6/2020,15164451369705032006
centres,centres/primary/subfield/3308/6/2000,11766052954622700763
centres,centres/primary/subfield/3308/6/2005,14918572413661661447
centres,centres/primary/subfield/3308/6/2010,5172094713266322356
centres,centres/primary/subfield/3308/6/2015,13222847834675705738
centres,centres/primary/subfield/3308/6/2020,14845890594003260532
centres,centres/primary/subfield/3310/6/2000,16882012938858194542
centres,centres/primary/subfield/3310/6/2005,12301685554361086317
centres,centres/primary/subfield/3310/6/2010,3731510179915055138
centres,centres/primary/subfield/3310/6/2015,3641941533485572407
centres,centres/primary/subfield/3310/6/2020,4031611719916566671
centres,centres/primary/subfield/3311/6/2000,1475837151638033333
centres,centres/primary/subfield/3311/6/2005,14111558903303028432
centres,centres/primary/subfield/3311/6/2010,8462652488916061049
centres,centres/primary/subfield/3311/6/2015,17444763120512237342
centres,centres/primary/subfield/3311/6/2020,4632316907647845529
centres,centres/primary/subfield/3312/6/2000,6813237123599011841
centres,centres/primary/subfield/3312/6/2005,13266790147872496991
centres,centres/primary/subfield/3312/6/2010,7535115587039646512
centres,centres/primary/subfield/3312/6/2015,12760242018240213897
centres,centres/primary/subfield/3312/6/2020,9952871308921689181
centres,centres/primary/subfield/3313/6/2000,13025656404098644492
centres,centres/primary/subfield/3313/6/2005,3741286398446131188
centres,centres/primary/subfield/3313/6/2010,12393225781413334866
centres,centres/primary/subfield/3313/6/2015,15022280144062097993
centres,centres/primary/subfield/3313/6/2020,11945828294882927744
centres,centres/primary/subfield/3314/6/2000,5006956060156425239
centres,centres/primary/subfield/3314/6/2005,9453121028048073843
centres,centres/primary/subfield/3314/6/2010,7090523490660624199
centres,centres/primary/subfield/3314/6/2015,11353401307642047630
centres,centres/primary/subfield/3314/6/2020,15381904510394759769
centres,centres/primary/subfield/3315/6/2000,7114221265874159284
centres,centres/primary/subfield/3315/6/2005,912618157381933300
centres,centres/primary/subfield/3315/6/2010,8505264928343313782
centres,centres/primary/subfield/3315/6/2015,5394857122738178260
centres,centres/primary/subfield/3315/6/2020,16876080412206956344
centres,centres/primary/subfield/3316/6/2000,10113843565520906398
centres,centres/primary/subfield/3316/6/2005,15968211808320780836
centres,centres/primary/subfield/3316/6/2010,11863903042240711588
centres,centres/primary/subfield/3316/6/2015,4172549779061185906
centres,centres/primary/subfield/3316/6/2020,5627176054011503364
centres,centres/primary/subfield/3317/6/2000,10847682088577861646
centres,centres/primary/subfield/3317/6/2005,2319457238395712168
centres,centres/primary/subfield/3317/6/2010,12654832507408960607
centres,centres/primary/subfield/3317/6/2015,15086113185182520972
centres,centres/primary/subfield/3317/6/2020,6931568212267510736
centres,centres/primary/subfield/3318/6/2000,6987793483201016399
centres,centres/primary/subfield/3318/6/2005,6920691737154837424
centres,centres/primary/subfield/3318/6/2010,11692181138113329631
centres,centres/primary/subfield/3318/6/2015,9131224175238414876
centres,centres/primary/subfield/3318/6/2020,10631241133390367618
centres,centres/primary/subfield/3320/6/2000,16701357847944635455
centres,centres/primary/subfield/3320/6/2005,3049976158498025125
centres,centres/primary/subfield/3320/6/2010,2559504611189830576
centres,centres/primary/subfield/3320/6/2015,10635407741839152315
centres,centres/primary/subfield/3320/6/2020,16818407816447053192
centres,centres/primary/subfield/3321/6/2000,600020370016533597
centres,centres/primary/subfield/3321/6/2005,6636300330376768647
centres,centres/primary/subfield/3321/6/2010,4285983222760652826
centres,centres/primary/subfield/3321/6/2015,17099030966146726883
centres,centres/primary/subfield/3321/6/2020,9534063133862432027
centres,centres/primary/subfield/3322/6/2000,3144316165451102303
centres,centres/primary/subfield/3322/6/2005,10643272293404819897
centres,centres/primary/subfield/3322/6/2010,587661963306276229
centres,centres/primary/subfield/3322/6/2015,3978787448871108059
centres,centres/primary/subfield/3322/6/2020,240006719262413419
centres,centres/primary/subfield/3402/6/2000,3957734430807452819
centres,centres/primary/subfield/3402/6/2005,13959194603304089635
centres,centres/primary/subfield/3402/6/2010,11063380939229655919
centres,centres/primary/subfield/3402/6/2015,10078738040079082937
centres,centres/primary/subfield/3402/6/2020,15636350045810788832
centres,centres/primary/subfield/3404/6/2000,7806239677646711957
centres,centres/primary/subfield/3404/6/2005,10346857983396072727
centres,centres/primary/subfield/3404/6/2010,6293605005338186
centres,centres/primary/subfield/3404/6/2015,5520885979809605440
centres,centres/primary/subfield/3404/6/2020,896949367897510617
centres,centres/primary/subfield/3500/6/2000,7544855577789162854
centres,centres/primary/subfield/3500/6/2005,119905864426736521
centres,centres/primary/subfield/3500/6/2010,11691422999477588296
centres,centres/primary/subfield/3500/6/2015,16427362684434004372
centres,centres/primary/subfield/3500/6/2020,6427564612632774393
centres,centres/primary/subfield/3504/6/2000,6991789849167071313
centres,centres/primary/subfield/3504/6/2005,8381085266511062331
centres,centres/primary/subfield/3504/6/2010,16114777157895090062
centres,centres/primary/subfield/3504/6/2015,12561262777496590796
centres,centres/primary/subfield/3504/6/2020,2162819888033917508
centres,centres/primary/subfield/3505/6/2000,17298291289530121831
centres,centres/primary/subfield/3505/6/2005,7952739472912238012
centres,centres/primary/subfield/3505/6/2010,12575304516164379222
centres,centres/primary/subfield/3505/6/2015,1851004059827764368
centres,centres/primary/subfield/3505/6/2020,8050378858277211869
centres,centres/primary/subfield/3506/6/2000,6030852949385589346
centres,centres/primary/subfield/3506/6/2005,491674147161237544
centres,centres/primary/subfield/3506/6/2010,44097678383611367
centres,centres/primary/subfield/3506/6/2015,939063431334474369
centres,centres/primary/subfield/3506/6/2020,3139086779773327329
centres,centres/primary/subfield/3600/6/2000,13991307721980687182
centres,centres/primary/subfield/3600/6/2005,4870934657274330698
centres,centres/primary/subfield/3600/6/2010,5016757949277571620
centres,centres/primary/subfield/3600/6/2015,8689496587755123858
centres,centres/primary/subfield/3600/6/2020,13814830848415330985
centres,centres/primary/subfield/3604/6/2000,10287074416222968869
centres,centres/primary/subfield/3604/6/2005,15238271082772723832
centres,centres/primary/subfield/3604/6/2010,4282059050467741985
centres,centres/primary/subfield/3604/6/2015,17114259091299052107
centres,centres/primary/subfield/3604/6/2020,12259249520758529714
centres,centres/primary/subfield/3605/6/2000,13102012067461359308
centres,centres/primary/subfield/3605/6/2005,769639989579241142
centres,centres/primary/subfield/3605/6/2010,5339437560757124702
centres,centres/primary/subfield/3605/6/2015,11861845188013468067
centres,centres/primary/subfield/3605/6/2020,18380730565527335045
centres,centres/primary/subfield/3609/6/2000,4468141244911831853
centres,centres/primary/subfield/3609/6/2005,18387431155180508422
centres,centres/primary/subfield/3609/6/2010,8269199131092223202
centres,centres/primary/subfield/3609/6/2015,10753423366518516232
centres,centres/primary/subfield/3609/6/2020,4788220225707113805
centres,centres/primary/subfield/3611/6/2000,10020485270140509672
centres,centres/primary/subfield/3611/6/2005,2461369988768934778
centres,centres/primary/subfield/3611/6/2010,389413694079459227
centres,centres/primary/subfield/3611/6/2015,12705988105309332675
centres,centres/primary/subfield/3611/6/2020,17079245294856555992
centres,centres/primary/subfield/3612/6/2000,15711705755689516698
centres,centres/primary/subfield/3612/6/2005,2486151441132886906
centres,centres/primary/subfield/3612/6/2010,5347130083658796479
centres,centres/primary/subfield/3612/6/2015,8272862513778281060
centres,centres/primary/subfield/3612/6/2020,18053745054339969809
centres,centres/primary/subfield/3614/6/2000,8290311077241453786
centres,centres/primary/subfield/3614/6/2005,15386669637716132203
centres,centres/primary/subfield/3614/6/2010,16905795711009048297
centres,centres/primary/subfield/3614/6/2015,16771298039647034962
centres,centres/primary/subfield/3614/6/2020,9336626001380348626
centres,centres/primary/subfield/3616/6/2000,3066481726456775540
centres,centres/primary/subfield/3616/6/2005,16025194262990354985
centres,centres/primary/subfield/3616/6/2010,13323224242454728155
centres,centres/primary/subfield/3616/6/2015,13936668648006398150
centres,centres/primary/subfield/3616/6/2020,13981201404679043507
centres,centres/random/repeat256_subfield217/6/2000,14328474073689251745
centres,centres/random/repeat256_subfield217/6/2005,17899365242099471010
centres,centres/random/repeat256_subfield217/6/2010,12111240956304923434
centres,centres/random/repeat256_subfield217/6/2015,6649707457216463428
centres,centres/random/repeat256_subfield217/6/2020,15665789323239094600
centres,centres/primary/subfield/1100/7/2000,1828613794758384983
centres,centres/primary/subfield/1100/7/2005,6291063338732595314
centres,centres/primary/subfield/1100/7/2010,18011196336828653705
centres,centres/primary/subfield/1100/7/2015,10823458096042810543
centres,centres/primary/subfield/1100/7/2020,18227233588171987354
centres,centres/primary/subfield/1102/7/2000,10681225052296500983
centres,centres/primary/subfield/1102/7/2005,19131982692304686
centres,centres/primary/subfield/1102/7/2010,11357626066823226709
centres,centres/primary/subfield/1102/7/2015,3413633386605003551
centres,centres/primary/subfield/1102/7/2020,4658214036896553384
centres,centres/primary/subfield/1103/7/2000,16775629167402863939
centres,centres/primary/subfield/1103/7/2005,9560011025383510958
centres,centres/primary/subfield/1103/7/2010,12652266180520642333
centres,centres/primary/subfield/1103/7/2015,5347762922879195292
centres,centres/primary/subfield/1103/7/2020,16999573045340811151
centres,centres/primary/subfield/1104/7/2000,13158821054422271769
centres,centres/primary/subfield/1104/7/2005,2297411997303955204
centres,centres/primary/subfield/1104/7/2010,2596424469035968473
centres,centres/primary/subfield/1104/7/2015,16283791610855104892
centres,centres/primary/subfield/1104/7/2020,3299960752508890353
centres,centres/primary/subfield/1105/7/2000,14622529920046163450
centres,centres/primary/subfield/1105/7/2005,6053533030567008988
centres,centres/primary/subfield/1105/7/2010,5466199214746085777
centres,centres/primary/subfield/1105/7/2015,9766552802484587323
centres,centres/primary/subfield/1105/7/2020,4006794735979922465
centres,centres/primary/subfield/1106/7/2000,2190975910288149041
centres,centres/primary/subfield/1106/7/2005,3698111413835240766
centres,centres/primary/subfield/1106/7/2010,6916014690106587574
centres,centres/primary/subfield/1106/7/2015,7004287169857013751
centres,centres/primary/subfield/1106/7/2020,2659026856822847470
centres,centres/primary/subfield/1109/7/2000,16397534463277262092
centres,centres/primary/subfield/1109/7/2005,16533225853804083051
centres,centres/primary/subfield/1109/7/2010,14917781834975716602
centres,centres/primary/subfield/1109/7/2015,12782015740840418398
centres,centres/primary/subfield/1109/7/2020,14934798015245256708
centres,centres/primary/subfield/1110/7/2000,16292831011554827595
centres,centres/primary/subfield/1110/7/2005,12594944398288841896
centres,centres/primary/subfield/1110/7/2010,15749902286924307894
centres,centres/primary/subfield/1110/7/2015,16661779656537131862
centres,centres/primary/subfield/1110/7/2020,5790938864136176871
centres,centres/primary/subfield/1111/7/2000,14738600508260963518
centres,centres/primary/subfield/1111/7/2005,9013828824894182469
centres,centres/primary/subfield/1111/7/2010,5184145113171419639
centres,centres/primary/subfield/1111/7/2015,2249815940284397403
centres,centres/primary/subfield/1111/7/2020,15527287092929255547
centres,centres/primary/subfield/1202/7/2000,1418669018955000436
centres,centres/primary/subfield/1202/7/2005,17662794131497768335
centres,centres/primary/subfield/1202/7/2010,3201834966629415792
centres,centres/primary/subfield/1202/7/2015,9446902293828263277
centres,centres/primary/subfield/1202/7/2020,11006463862651587889
centres,centres/primary/subfield/1203/7/2000,3693305444619642876
centres,centres/primary/subfield/1203/7/2005,11533287266614930623
centres,centres/primary/subfield/1203/7/2010,2195876809740246027
centres,centres/primary/subfield/1203/7/2015,8484613575249768660
centres,centres/primary/subfield/1203/7/2020,18098319696603077069
centres,centres/primary/subfield/1204/7/2000,2696423643631100525
centres,centres/primary/subfield/1204/7/2005,18014463918858475586
centres,centres/primary/subfield/1204/7/2010,16745748859338481354
centres,centres/primary/subfield/1204/7/2015,6520168079660333902
centres,centres/primary/subfield/1204/7/2020,12985636092518385295
centres,centres/primary/subfield/1205/7/2000,7141907433658614038
centres,centres/primary/subfield/1205/7/2005,6018145540726666755
centres,centres/primary/subfield/1205/7/2010,15551265645512982642
centres,centres/primary/subfield/1205/7/2015,5949318726171731420
centres,centres/primary/subfield/1205/7/2020,10161646734106589939
centres,centres/primary/subfield/1206/7/2000,13212698168701106462
centres,centres/primary/subfield/1206/7/2005,17493663201380237473
centres,centres/primary/subfield/1206/7/2010,1756331326798295985
centres,centres/primary/subfield/1206/7/2015,6827673789345284645
centres,centres/primary/subfield/1206/7/2020,13664685513299884098
centres,centres/primary/subfield/1207/7/2000,16319122807117722020
centres,centres/primary/subfield/1207/7/2005,17205540492447096165
centres,centres/primary/subfield/1207/7/2010,7126358447404203189
centres,centres/primary/subfield/1207/7/2015,6867916592017341322
centres,centres/primary/subfield/1207/7/2020,3906075248110481682
centres,centres/primary/subfield/1208/7/2000,3918452870116522613
centres,centres/primary/subfield/1208/7/2005,17559617557430232805
centres,centres/primary/subfield/1208/7/2010,4156527151863475936
centres,centres/primary/subfield/1208/7/2015,10731300385444059531
centres,centres/primary/subfield/1208/7/2020,10653876264171209633
centres,centres/primary/subfield/1209/7/2000,5191967705254944580
centres,centres/primary/subfield/1209/7/2005,6775846325480024286
centres,centres/primary/subfield/1209/7/2010,7046956681544358884
centres,centres/primary/subfield/1209/7/2015,9913331542263146416
centres,centres/primary/subfield/1209/7/2020,10944250837901664926
centres,centres/primary/subfield/1210/7/2000,12872290942999453267
centres,centres/primary/subfield/1210/7/2005,6039713404593314398
centres,centres/primary/subfield/1210/7/2010,6817610761678383454
centres,centres/primary/subfield/1210/7/2015,6961613596771070302
centres,centres/primary/subfield/1210/7/2020,10512718479478689609
centres,centres/primary/subfield/1211/7/2000,14389113638659232617
centres,centres/primary/subfield/1211/7/2005,2672678810579483717
centres,centres/primary/subfield/1211/7/2010,16640877331686956978
centres,centres/primary/subfield/1211/7/2015,4493306149383525953
centres,centres/primary/subfield/1211/7/2020,12880635212460473782
centres,centres/primary/subfield/1212/7/2000,1611625056320877392
centres,centres/primary/subfield/1212/7/2005,10237332782848887649
centres,centres/primary/subfield/1212/7/2010,14559026470683640271
centres,centres/primary/subfield/1212/7/2015,4745290230903699356
centres,centres/primary/subfield/1212/7/2020,14086204832983469380
centres,centres/primary/subfield/1213/7/2000,2928388609674006613
centres,centres/primary/subfield/1213/7/2005,3336018571383331915
centres,centres/primary/subfield/1213/7/2010,6735887181985454362
centres,centres/primary/subfield/1213/7/2015,872827201386732620
centres,centres/primary/subfield/1213/7/2020,3220363489635003530
centres,centres/primary/subfield/1303/7/2000,12356070771190818876
centres,centres/primary/subfield/1303/7/2005,9307545932721436742
centres,centres/primary/subfield/1303/7/2010,8206430745643470342
centres,centres/primary/subfield/1303/7/2015,16867459656236981171
centres,centres/primary/subfield/1303/7/2020,17090672652519411057
centres,centres/primary/subfield/1304/7/2000,5218054207448084408
centres,centres/primary/subfield/1304/7/2005,4468452162093323754
centres,centres/primary/subfield/1304/7/2010,3964654447505274316
centres,centres/primary/subfield/1304/7/2015,11485546490574568699
centres,centres/primary/subfield/1304/7/2020,15360385360542783797
centres,centres/primary/subfield/1305/7/2000,11905646947274072536
centres,centres/primary/subfield/1305/7/2005,6014959706383457538
centres,centres/primary/subfield/1305/7/2010,3514826189011907911
centres,centres/primary/subfield/1305/7/2015,10499010948596630304
centres,centres/primary/subfield/1305/7/2020,12238243819271623647
centres,centres/primary/subfield/1306/7/2000,1362059271969760649
centres,centres/primary/subfield/1306/7/2005,11727755021917890263
centres,centres/primary/subfield/1306/7/2010,10276217686970428873
centres,centres/primary/subfield/1306/7/2015,1518499132172754444
centres,centres/primary/subfield/1306/7/2020,14767926935105866080
centres,centres/primary/subfield/1307/7/2000,13968490103001118736
centres,centres/primary/subfield/1307/7/2005,1937871903101504581
centres,centres/primary/subfield/1307/7/2010,14201223578772307572
centres,centres/primary/subfield/1307/7/2015,15972660198186580267
centres,centres/primary/subfield/1307/7/2020,9013023249622636848
centres,centres/primary/subfield/1308/7/2000,2104431737064618528
centres,centres/primary/subfield/1308/7/2005,8457030822653265358
centres,centres/primary/subfield/1308/7/2010,6264322561448436178
centres,centres/primary/subfield/1308/7/2015,4084220576256232318
centres,centres/primary/subfield/1308/7/2020,11865840576216170168
centres,centres/primary/subfield/1310/7/2000,842921431744312604
centres,centres/primary/subfield/1310/7/2005,15099677357155858648
centres,centres/primary/subfield/1310/7/2010,2855118335544006343
centres,centres/primary/subfield/1310/7/2015,15584715350346468062
centres,centres/primary/subfield/1310/7/2020,4709645032585642467
centres,centres/primary/subfield/1311/7/2000,14465683319232447440
centres,centres/primary/subfield/1311/7/2005,7381832975687318846
centres,centres/primary/subfield/1311/7/2010,4248207493319524116
centres,centres/primary/subfield/1311/7/2015,10541765701488154331
centres,centres/primary/subfield/1311/7/2020,9866028991935795460
centres,centres/primary/subfield/1312/7/2000,16546651912190653407
centres,centres/primary/subfield/1312/7/2005,11509989670836575251
centres,centres/primary/subfield/1312/7/2010,4047462832874693051
centres,centres/primary/subfield/1312/7/2015,7984877063331120311
centres,centres/primary/subfield/1312/7/2020,7897381229284456512
centres,centres/primary/subfield/1313/7/2000,14679657606678680503
centres,centres/primary/subfield/1313/7/2005,4215978987884793100
centres,centres/primary/subfield/1313/7/2010,11227267578339888959
centres,centres/primary/subfield/1313/7/2015,7387910661542574724
centres,centres/primary/subfield/1313/7/2020,3846562278230856477
centres,centres/primary/subfield/1402/7/2000,7944757029818219865
centres,centres/primary/subfield/1402/7/2005,462672519427309323
centres,centres/primary/subfield/1402/7/2010,2860287609897903846
centres,centres/primary/subfield/1402/7/2015,14349369968992043029
centres,centres/primary/subfield/1402/7/2020,8363025906726008212
centres,centres/primary/subfield/1403/7/2000,5786333692438009170
centres,centres/primary/subfield/1403/7/2005,13166678763255486349
centres,centres/primary/subfield/1403/7/2010,1300737994363193597
centres,centres/primary/subfield/1403/7/2015,16091772621618329482
centres,centres/primary/subfield/1403/7/2020,11898661578781349440
centres,centres/primary/subfield/1404/7/2000,5168297272035125482
centres,centres/primary/subfield/1404/7/2005,14124789587059270551
centres,centres/primary/subfield/1404/7/2010,10619335116611138685
centres,centres/primary/subfield/1404/7/2015,12931912660647018045
centres,centres/primary/subfield/1404/7/2020,15036614309756239731
centres,centres/primary/subfield/1405/7/2000,5529521888308477013
centres,centres/primary/subfield/1405/7/2005,15012257727944286752
centres,centres/primary/subfield/1405/7/2010,7023423103082920475
centres,centres/primary/subfield/1405/7/2015,74117758272989185
centres,centres/primary/subfield/1405/7/2020,8691871986360527564
centres,centres/primary/subfield/1406/7/2000,17205302546210434407
centres,centres/primary/subfield/1406/7/2005,16329023733253618251
centres,centres/primary/subfield/1406/7/2010,1775065088405956287
centres,centres/primary/subfield/1406/7/2015,11670261256405504534
centres,centres/primary/subfield/1406/7/2020,49273687980404126
centres,centres/primary/subfield/1407/7/2000,10904335668229527668
centres,centres/primary/subfield/1407/7/2005,15550856640798216274
