`torch_dtype` is deprecated! Use `dtype` instead!
minilm/title: 2,048/52,000; reused 524, new 500
scibert/title: 15,360/52,000; reused 497, new 527
scibert/title: 16,384/52,000; reused 543, new 481
scibert/title: 17,408/52,000; reused 527, new 497
scibert/title: 18,432/52,000; reused 522, new 502
scibert/title: 19,456/52,000; reused 537, new 487
scibert/title: 20,480/52,000; reused 531, new 493
scibert/title: 21,504/52,000; reused 529, new 495
scibert/title: 22,528/52,000; reused 515, new 509
scibert/title: 23,552/52,000; reused 517, new 507
scibert/title: 24,576/52,000; reused 510, new 514
scibert/title: 25,600/52,000; reused 491, new 533
scibert/title: 26,624/52,000; reused 512, new 512
scibert/title: 27,648/52,000; reused 520, new 504
scibert/title: 28,672/52,000; reused 510, new 514
scibert/title: 29,696/52,000; reused 460, new 564
scibert/title: 30,720/52,000; reused 479, new 545
scibert/title: 31,744/52,000; reused 511, new 513
scibert/title: 32,768/52,000; reused 487, new 537
scibert/title: 33,792/52,000; reused 510, new 514
scibert/title: 34,816/52,000; reused 498, new 526
scibert/title: 35,840/52,000; reused 519, new 505
scibert/title: 36,864/52,000; reused 496, new 528
scibert/title: 37,888/52,000; reused 524, new 500
scibert/title: 38,912/52,000; reused 500, new 524
scibert/title: 39,936/52,000; reused 518, new 506
scibert/title: 40,960/52,000; reused 517, new 507
scibert/title: 41,984/52,000; reused 514, new 510
scibert/title: 43,008/52,000; reused 498, new 526
scibert/title: 44,032/52,000; reused 509, new 515
scibert/title: 45,056/52,000; reused 523, new 501
scibert/title: 46,080/52,000; reused 510, new 514
scibert/title: 47,104/52,000; reused 507, new 517
scibert/title: 48,128/52,000; reused 512, new 512
scibert/title: 49,152/52,000; reused 520, new 504
scibert/title: 50,176/52,000; reused 507, new 517
scibert/title: 51,200/52,000; reused 508, new 516
scibert/title: 52,000/52,000; reused 393, new 407
scibert/abstract: 1,024/52,000; reused 521, new 503
scibert/abstract: 2,048/52,000; reused 524, new 500
scibert/abstract: 3,072/52,000; reused 498, new 526
scibert/abstract: 4,096/52,000; reused 521, new 503
scibert/abstract: 5,120/52,000; reused 521, new 503
scibert/abstract: 6,144/52,000; reused 526, new 498
scibert/abstract: 7,168/52,000; reused 520, new 504
scibert/abstract: 8,192/52,000; reused 499, new 525
scibert/abstract: 9,216/52,000; reused 492, new 532
scibert/abstract: 10,240/52,000; reused 512, new 512
scibert/abstract: 11,264/52,000; reused 535, new 489
scibert/abstract: 12,288/52,000; reused 527, new 497
scibert/abstract: 13,312/52,000; reused 508, new 516
scibert/abstract: 14,336/52,000; reused 515, new 509
scibert/abstract: 15,360/52,000; reused 497, new 527
scibert/abstract: 16,384/52,000; reused 543, new 481
scibert/abstract: 17,408/52,000; reused 527, new 497
scibert/abstract: 18,432/52,000; reused 522, new 502
scibert/abstract: 19,456/52,000; reused 537, new 487
scibert/abstract: 20,480/52,000; reused 531, new 493
scibert/abstract: 21,504/52,000; reused 529, new 495
scibert/abstract: 22,528/52,000; reused 515, new 509
scibert/abstract: 23,552/52,000; reused 517, new 507
scibert/abstract: 24,576/52,000; reused 510, new 514
scibert/abstract: 25,600/52,000; reused 491, new 533
scibert/abstract: 26,624/52,000; reused 512, new 512
scibert/abstract: 27,648/52,000; reused 520, new 504
scibert/abstract: 28,672/52,000; reused 510, new 514
scibert/abstract: 29,696/52,000; reused 460, new 564
scibert/abstract: 30,720/52,000; reused 479, new 545
scibert/abstract: 31,744/52,000; reused 511, new 513
scibert/abstract: 32,768/52,000; reused 487, new 537
scibert/abstract: 33,792/52,000; reused 510, new 514
scibert/abstract: 34,816/52,000; reused 498, new 526
scibert/abstract: 35,840/52,000; reused 519, new 505
scibert/abstract: 36,864/52,000; reused 496, new 528
scibert/abstract: 37,888/52,000; reused 524, new 500
scibert/abstract: 38,912/52,000; reused 500, new 524
scibert/abstract: 39,936/52,000; reused 518, new 506
scibert/abstract: 40,960/52,000; reused 517, new 507
scibert/abstract: 41,984/52,000; reused 514, new 510
scibert/abstract: 43,008/52,000; reused 498, new 526
scibert/abstract: 44,032/52,000; reused 509, new 515
scibert/abstract: 45,056/52,000; reused 523, new 501
scibert/abstract: 46,080/52,000; reused 510, new 514
scibert/abstract: 47,104/52,000; reused 507, new 517
scibert/abstract: 48,128/52,000; reused 512, new 512
scibert/abstract: 49,152/52,000; reused 520, new 504
scibert/abstract: 50,176/52,000; reused 507, new 517
scibert/abstract: 51,200/52,000; reused 508, new 516
scibert/abstract: 52,000/52,000; reused 393, new 407
bert/title_abstract: 1,024/52,000; reused 1024, new 0
bert/title_abstract: 2,048/52,000; reused 1024, new 0
bert/title_abstract: 3,072/52,000; reused 1024, new 0
bert/title_abstract: 4,096/52,000; reused 1024, new 0
bert/title_abstract: 5,120/52,000; reused 1024, new 0
bert/title_abstract: 6,144/52,000; reused 1024, new 0
bert/title_abstract: 7,168/52,000; reused 1024, new 0
bert/title_abstract: 8,192/52,000; reused 1024, new 0
bert/title_abstract: 9,216/52,000; reused 1024, new 0
bert/title_abstract: 10,240/52,000; reused 1024, new 0
bert/title_abstract: 11,264/52,000; reused 1024, new 0
bert/title_abstract: 12,288/52,000; reused 1024, new 0
bert/title_abstract: 13,312/52,000; reused 1024, new 0
bert/title_abstract: 14,336/52,000; reused 1024, new 0
bert/title_abstract: 15,360/52,000; reused 1024, new 0
bert/title_abstract: 16,384/52,000; reused 1024, new 0
bert/title_abstract: 17,408/52,000; reused 1024, new 0
bert/title_abstract: 18,432/52,000; reused 1024, new 0
bert/title_abstract: 19,456/52,000; reused 1024, new 0
bert/title_abstract: 20,480/52,000; reused 1024, new 0
bert/title_abstract: 21,504/52,000; reused 1024, new 0
bert/title_abstract: 22,528/52,000; reused 1024, new 0
bert/title_abstract: 23,552/52,000; reused 1024, new 0
bert/title_abstract: 24,576/52,000; reused 1024, new 0
bert/title_abstract: 25,600/52,000; reused 1024, new 0
bert/title_abstract: 26,624/52,000; reused 1024, new 0
bert/title_abstract: 27,648/52,000; reused 1024, new 0
bert/title_abstract: 28,672/52,000; reused 1024, new 0
bert/title_abstract: 29,696/52,000; reused 1024, new 0
bert/title_abstract: 30,720/52,000; reused 1024, new 0
bert/title_abstract: 31,744/52,000; reused 1024, new 0
bert/title_abstract: 32,768/52,000; reused 1024, new 0
bert/title_abstract: 33,792/52,000; reused 1024, new 0
bert/title_abstract: 34,816/52,000; reused 1024, new 0
bert/title_abstract: 35,840/52,000; reused 1024, new 0
bert/title_abstract: 36,864/52,000; reused 1024, new 0
bert/title_abstract: 37,888/52,000; reused 1024, new 0
bert/title_abstract: 38,912/52,000; reused 1024, new 0
bert/title_abstract: 39,936/52,000; reused 1024, new 0
bert/title_abstract: 40,960/52,000; reused 1024, new 0
bert/title_abstract: 41,984/52,000; reused 1024, new 0
bert/title_abstract: 43,008/52,000; reused 1024, new 0
bert/title_abstract: 44,032/52,000; reused 1024, new 0
bert/title_abstract: 45,056/52,000; reused 1024, new 0
bert/title_abstract: 46,080/52,000; reused 1024, new 0
bert/title_abstract: 47,104/52,000; reused 1024, new 0
bert/title_abstract: 48,128/52,000; reused 1024, new 0
bert/title_abstract: 49,152/52,000; reused 1024, new 0
bert/title_abstract: 50,176/52,000; reused 1024, new 0
bert/title_abstract: 51,200/52,000; reused 1024, new 0
bert/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
bert/title: 1,024/52,000; reused 521, new 503
bert/title: 2,048/52,000; reused 524, new 500
bert/title: 3,072/52,000; reused 498, new 526
bert/title: 4,096/52,000; reused 521, new 503
bert/title: 5,120/52,000; reused 521, new 503
bert/title: 6,144/52,000; reused 526, new 498
bert/title: 7,168/52,000; reused 520, new 504
bert/title: 8,192/52,000; reused 499, new 525
bert/title: 9,216/52,000; reused 492, new 532
bert/title: 10,240/52,000; reused 512, new 512
bert/title: 11,264/52,000; reused 535, new 489
bert/title: 12,288/52,000; reused 527, new 497
bert/title: 13,312/52,000; reused 508, new 516
bert/title: 14,336/52,000; reused 515, new 509
bert/title: 15,360/52,000; reused 497, new 527
bert/title: 16,384/52,000; reused 543, new 481
bert/title: 17,408/52,000; reused 527, new 497
bert/title: 18,432/52,000; reused 522, new 502
bert/title: 19,456/52,000; reused 537, new 487
bert/title: 20,480/52,000; reused 531, new 493
bert/title: 21,504/52,000; reused 529, new 495
bert/title: 22,528/52,000; reused 515, new 509
bert/title: 23,552/52,000; reused 517, new 507
bert/title: 24,576/52,000; reused 510, new 514
bert/title: 25,600/52,000; reused 491, new 533
bert/title: 26,624/52,000; reused 512, new 512
bert/title: 27,648/52,000; reused 520, new 504
bert/title: 28,672/52,000; reused 510, new 514
bert/title: 29,696/52,000; reused 460, new 564
bert/title: 30,720/52,000; reused 479, new 545
bert/title: 31,744/52,000; reused 511, new 513
bert/title: 32,768/52,000; reused 487, new 537
bert/title: 33,792/52,000; reused 510, new 514
bert/title: 34,816/52,000; reused 498, new 526
bert/title: 35,840/52,000; reused 519, new 505
bert/title: 36,864/52,000; reused 496, new 528
bert/title: 37,888/52,000; reused 524, new 500
bert/title: 38,912/52,000; reused 500, new 524
bert/title: 39,936/52,000; reused 518, new 506
bert/title: 40,960/52,000; reused 517, new 507
bert/title: 41,984/52,000; reused 514, new 510
bert/title: 43,008/52,000; reused 498, new 526
bert/title: 44,032/52,000; reused 509, new 515
bert/title: 45,056/52,000; reused 523, new 501
bert/title: 46,080/52,000; reused 510, new 514
bert/title: 47,104/52,000; reused 507, new 517
bert/title: 48,128/52,000; reused 512, new 512
bert/title: 49,152/52,000; reused 520, new 504
bert/title: 50,176/52,000; reused 507, new 517
bert/title: 51,200/52,000; reused 508, new 516
bert/title: 52,000/52,000; reused 393, new 407
bert/abstract: 1,024/52,000; reused 521, new 503
bert/abstract: 2,048/52,000; reused 524, new 500
bert/abstract: 3,072/52,000; reused 498, new 526
bert/abstract: 4,096/52,000; reused 521, new 503
bert/abstract: 5,120/52,000; reused 521, new 503
bert/abstract: 6,144/52,000; reused 526, new 498
bert/abstract: 7,168/52,000; reused 520, new 504
bert/abstract: 8,192/52,000; reused 499, new 525
bert/abstract: 9,216/52,000; reused 492, new 532
bert/abstract: 10,240/52,000; reused 512, new 512
bert/abstract: 11,264/52,000; reused 535, new 489
bert/abstract: 12,288/52,000; reused 527, new 497
bert/abstract: 13,312/52,000; reused 508, new 516
bert/abstract: 14,336/52,000; reused 515, new 509
bert/abstract: 15,360/52,000; reused 497, new 527
bert/abstract: 16,384/52,000; reused 543, new 481
bert/abstract: 17,408/52,000; reused 527, new 497
bert/abstract: 18,432/52,000; reused 522, new 502
bert/abstract: 19,456/52,000; reused 537, new 487
bert/abstract: 20,480/52,000; reused 531, new 493
bert/abstract: 21,504/52,000; reused 529, new 495
bert/abstract: 22,528/52,000; reused 515, new 509
bert/abstract: 23,552/52,000; reused 517, new 507
bert/abstract: 24,576/52,000; reused 510, new 514
bert/abstract: 25,600/52,000; reused 491, new 533
bert/abstract: 26,624/52,000; reused 512, new 512
bert/abstract: 27,648/52,000; reused 520, new 504
bert/abstract: 28,672/52,000; reused 510, new 514
bert/abstract: 29,696/52,000; reused 460, new 564
bert/abstract: 30,720/52,000; reused 479, new 545
bert/abstract: 31,744/52,000; reused 511, new 513
bert/abstract: 32,768/52,000; reused 487, new 537
bert/abstract: 33,792/52,000; reused 510, new 514
bert/abstract: 34,816/52,000; reused 498, new 526
bert/abstract: 35,840/52,000; reused 519, new 505
bert/abstract: 36,864/52,000; reused 496, new 528
bert/abstract: 37,888/52,000; reused 524, new 500
bert/abstract: 38,912/52,000; reused 500, new 524
bert/abstract: 39,936/52,000; reused 518, new 506
bert/abstract: 40,960/52,000; reused 517, new 507
bert/abstract: 41,984/52,000; reused 514, new 510
bert/abstract: 43,008/52,000; reused 498, new 526
bert/abstract: 44,032/52,000; reused 509, new 515
bert/abstract: 45,056/52,000; reused 523, new 501
bert/abstract: 46,080/52,000; reused 510, new 514
bert/abstract: 47,104/52,000; reused 507, new 517
bert/abstract: 48,128/52,000; reused 512, new 512
bert/abstract: 49,152/52,000; reused 520, new 504
bert/abstract: 50,176/52,000; reused 507, new 517
bert/abstract: 51,200/52,000; reused 508, new 516
bert/abstract: 52,000/52,000; reused 393, new 407
mpnet/title_abstract: 1,024/52,000; reused 1024, new 0
mpnet/title_abstract: 2,048/52,000; reused 1024, new 0
mpnet/title_abstract: 3,072/52,000; reused 1024, new 0
mpnet/title_abstract: 4,096/52,000; reused 1024, new 0
mpnet/title_abstract: 5,120/52,000; reused 1024, new 0
mpnet/title_abstract: 6,144/52,000; reused 1024, new 0
mpnet/title_abstract: 7,168/52,000; reused 1024, new 0
mpnet/title_abstract: 8,192/52,000; reused 1024, new 0
mpnet/title_abstract: 9,216/52,000; reused 1024, new 0
mpnet/title_abstract: 10,240/52,000; reused 1024, new 0
mpnet/title_abstract: 11,264/52,000; reused 1024, new 0
mpnet/title_abstract: 12,288/52,000; reused 1024, new 0
mpnet/title_abstract: 13,312/52,000; reused 1024, new 0
mpnet/title_abstract: 14,336/52,000; reused 1024, new 0
mpnet/title_abstract: 15,360/52,000; reused 1024, new 0
mpnet/title_abstract: 16,384/52,000; reused 1024, new 0
mpnet/title_abstract: 17,408/52,000; reused 1024, new 0
mpnet/title_abstract: 18,432/52,000; reused 1024, new 0
mpnet/title_abstract: 19,456/52,000; reused 1024, new 0
mpnet/title_abstract: 20,480/52,000; reused 1024, new 0
mpnet/title_abstract: 21,504/52,000; reused 1024, new 0
mpnet/title_abstract: 22,528/52,000; reused 1024, new 0
mpnet/title_abstract: 23,552/52,000; reused 1024, new 0
mpnet/title_abstract: 24,576/52,000; reused 1024, new 0
mpnet/title_abstract: 25,600/52,000; reused 1024, new 0
mpnet/title_abstract: 26,624/52,000; reused 1024, new 0
mpnet/title_abstract: 27,648/52,000; reused 1024, new 0
mpnet/title_abstract: 28,672/52,000; reused 1024, new 0
mpnet/title_abstract: 29,696/52,000; reused 1024, new 0
mpnet/title_abstract: 30,720/52,000; reused 1024, new 0
mpnet/title_abstract: 31,744/52,000; reused 1024, new 0
mpnet/title_abstract: 32,768/52,000; reused 1024, new 0
mpnet/title_abstract: 33,792/52,000; reused 1024, new 0
mpnet/title_abstract: 34,816/52,000; reused 1024, new 0
mpnet/title_abstract: 35,840/52,000; reused 1024, new 0
mpnet/title_abstract: 36,864/52,000; reused 1024, new 0
mpnet/title_abstract: 37,888/52,000; reused 1024, new 0
mpnet/title_abstract: 38,912/52,000; reused 1024, new 0
mpnet/title_abstract: 39,936/52,000; reused 1024, new 0
mpnet/title_abstract: 40,960/52,000; reused 1024, new 0
mpnet/title_abstract: 41,984/52,000; reused 1024, new 0
mpnet/title_abstract: 43,008/52,000; reused 1024, new 0
mpnet/title_abstract: 44,032/52,000; reused 1024, new 0
mpnet/title_abstract: 45,056/52,000; reused 1024, new 0
mpnet/title_abstract: 46,080/52,000; reused 1024, new 0
mpnet/title_abstract: 47,104/52,000; reused 1024, new 0
mpnet/title_abstract: 48,128/52,000; reused 1024, new 0
mpnet/title_abstract: 49,152/52,000; reused 1024, new 0
mpnet/title_abstract: 50,176/52,000; reused 1024, new 0
mpnet/title_abstract: 51,200/52,000; reused 1024, new 0
mpnet/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
mpnet/title: 1,024/52,000; reused 521, new 503
mpnet/title: 2,048/52,000; reused 524, new 500
mpnet/title: 3,072/52,000; reused 498, new 526
mpnet/title: 4,096/52,000; reused 521, new 503
mpnet/title: 5,120/52,000; reused 521, new 503
mpnet/title: 6,144/52,000; reused 526, new 498
mpnet/title: 7,168/52,000; reused 520, new 504
mpnet/title: 8,192/52,000; reused 499, new 525
mpnet/title: 9,216/52,000; reused 492, new 532
mpnet/title: 10,240/52,000; reused 512, new 512
mpnet/title: 11,264/52,000; reused 535, new 489
mpnet/title: 12,288/52,000; reused 527, new 497
mpnet/title: 13,312/52,000; reused 508, new 516
mpnet/title: 14,336/52,000; reused 515, new 509
mpnet/title: 15,360/52,000; reused 497, new 527
mpnet/title: 16,384/52,000; reused 543, new 481
mpnet/title: 17,408/52,000; reused 527, new 497
mpnet/title: 18,432/52,000; reused 522, new 502
mpnet/title: 19,456/52,000; reused 537, new 487
mpnet/title: 20,480/52,000; reused 531, new 493
mpnet/title: 21,504/52,000; reused 529, new 495
mpnet/title: 22,528/52,000; reused 515, new 509
mpnet/title: 23,552/52,000; reused 517, new 507
mpnet/title: 24,576/52,000; reused 510, new 514
mpnet/title: 25,600/52,000; reused 491, new 533
mpnet/title: 26,624/52,000; reused 512, new 512
mpnet/title: 27,648/52,000; reused 520, new 504
mpnet/title: 28,672/52,000; reused 510, new 514
mpnet/title: 29,696/52,000; reused 460, new 564
mpnet/title: 30,720/52,000; reused 479, new 545
mpnet/title: 31,744/52,000; reused 511, new 513
mpnet/title: 32,768/52,000; reused 487, new 537
mpnet/title: 33,792/52,000; reused 510, new 514
mpnet/title: 34,816/52,000; reused 498, new 526
mpnet/title: 35,840/52,000; reused 519, new 505
mpnet/title: 36,864/52,000; reused 496, new 528
mpnet/title: 37,888/52,000; reused 524, new 500
mpnet/title: 38,912/52,000; reused 500, new 524
mpnet/title: 39,936/52,000; reused 518, new 506
mpnet/title: 40,960/52,000; reused 517, new 507
mpnet/title: 41,984/52,000; reused 514, new 510
mpnet/title: 43,008/52,000; reused 498, new 526
mpnet/title: 44,032/52,000; reused 509, new 515
mpnet/title: 45,056/52,000; reused 523, new 501
mpnet/title: 46,080/52,000; reused 510, new 514
mpnet/title: 47,104/52,000; reused 507, new 517
mpnet/title: 48,128/52,000; reused 512, new 512
mpnet/title: 49,152/52,000; reused 520, new 504
mpnet/title: 50,176/52,000; reused 507, new 517
mpnet/title: 51,200/52,000; reused 508, new 516
mpnet/title: 52,000/52,000; reused 393, new 407
mpnet/abstract: 1,024/52,000; reused 521, new 503
mpnet/abstract: 2,048/52,000; reused 524, new 500
mpnet/abstract: 3,072/52,000; reused 498, new 526
mpnet/abstract: 4,096/52,000; reused 521, new 503
mpnet/abstract: 5,120/52,000; reused 521, new 503
mpnet/abstract: 6,144/52,000; reused 526, new 498
mpnet/abstract: 7,168/52,000; reused 520, new 504
mpnet/abstract: 8,192/52,000; reused 499, new 525
mpnet/abstract: 9,216/52,000; reused 492, new 532
mpnet/abstract: 10,240/52,000; reused 512, new 512
mpnet/abstract: 11,264/52,000; reused 535, new 489
mpnet/abstract: 12,288/52,000; reused 527, new 497
mpnet/abstract: 13,312/52,000; reused 508, new 516
mpnet/abstract: 14,336/52,000; reused 515, new 509
mpnet/abstract: 15,360/52,000; reused 497, new 527
mpnet/abstract: 16,384/52,000; reused 543, new 481
mpnet/abstract: 17,408/52,000; reused 527, new 497
mpnet/abstract: 18,432/52,000; reused 522, new 502
mpnet/abstract: 19,456/52,000; reused 537, new 487
mpnet/abstract: 20,480/52,000; reused 531, new 493
mpnet/abstract: 21,504/52,000; reused 529, new 495
mpnet/abstract: 22,528/52,000; reused 515, new 509
mpnet/abstract: 23,552/52,000; reused 517, new 507
mpnet/abstract: 24,576/52,000; reused 510, new 514
mpnet/abstract: 25,600/52,000; reused 491, new 533
mpnet/abstract: 26,624/52,000; reused 512, new 512
mpnet/abstract: 27,648/52,000; reused 520, new 504
mpnet/abstract: 28,672/52,000; reused 510, new 514
mpnet/abstract: 29,696/52,000; reused 460, new 564
mpnet/abstract: 30,720/52,000; reused 479, new 545
mpnet/abstract: 31,744/52,000; reused 511, new 513
mpnet/abstract: 32,768/52,000; reused 487, new 537
mpnet/abstract: 33,792/52,000; reused 510, new 514
mpnet/abstract: 34,816/52,000; reused 498, new 526
mpnet/abstract: 35,840/52,000; reused 519, new 505
mpnet/abstract: 36,864/52,000; reused 496, new 528
mpnet/abstract: 37,888/52,000; reused 524, new 500
mpnet/abstract: 38,912/52,000; reused 500, new 524
mpnet/abstract: 39,936/52,000; reused 518, new 506
mpnet/abstract: 40,960/52,000; reused 517, new 507
mpnet/abstract: 41,984/52,000; reused 514, new 510
mpnet/abstract: 43,008/52,000; reused 498, new 526
mpnet/abstract: 44,032/52,000; reused 509, new 515
mpnet/abstract: 45,056/52,000; reused 523, new 501
mpnet/abstract: 46,080/52,000; reused 510, new 514
mpnet/abstract: 47,104/52,000; reused 507, new 517
mpnet/abstract: 48,128/52,000; reused 512, new 512
mpnet/abstract: 49,152/52,000; reused 520, new 504
mpnet/abstract: 50,176/52,000; reused 507, new 517
mpnet/abstract: 51,200/52,000; reused 508, new 516
mpnet/abstract: 52,000/52,000; reused 393, new 407
minilm/title_abstract: 1,024/52,000; reused 1024, new 0
minilm/title_abstract: 2,048/52,000; reused 1024, new 0
minilm/title_abstract: 3,072/52,000; reused 1024, new 0
minilm/title_abstract: 4,096/52,000; reused 1024, new 0
minilm/title_abstract: 5,120/52,000; reused 1024, new 0
minilm/title_abstract: 6,144/52,000; reused 1024, new 0
minilm/title_abstract: 7,168/52,000; reused 1024, new 0
minilm/title_abstract: 8,192/52,000; reused 1024, new 0
minilm/title_abstract: 9,216/52,000; reused 1024, new 0
minilm/title_abstract: 10,240/52,000; reused 1024, new 0
minilm/title_abstract: 11,264/52,000; reused 1024, new 0
minilm/title_abstract: 12,288/52,000; reused 1024, new 0
minilm/title_abstract: 13,312/52,000; reused 1024, new 0
minilm/title_abstract: 14,336/52,000; reused 1024, new 0
minilm/title_abstract: 15,360/52,000; reused 1024, new 0
minilm/title_abstract: 16,384/52,000; reused 1024, new 0
minilm/title_abstract: 17,408/52,000; reused 1024, new 0
minilm/title_abstract: 18,432/52,000; reused 1024, new 0
minilm/title_abstract: 19,456/52,000; reused 1024, new 0
minilm/title_abstract: 20,480/52,000; reused 1024, new 0
minilm/title_abstract: 21,504/52,000; reused 1024, new 0
minilm/title_abstract: 22,528/52,000; reused 1024, new 0
minilm/title_abstract: 23,552/52,000; reused 1024, new 0
minilm/title_abstract: 24,576/52,000; reused 1024, new 0
minilm/title_abstract: 25,600/52,000; reused 1024, new 0
minilm/title_abstract: 26,624/52,000; reused 1024, new 0
minilm/title_abstract: 27,648/52,000; reused 1024, new 0
minilm/title_abstract: 28,672/52,000; reused 1024, new 0
minilm/title_abstract: 29,696/52,000; reused 1024, new 0
minilm/title_abstract: 30,720/52,000; reused 1024, new 0
minilm/title_abstract: 31,744/52,000; reused 1024, new 0
minilm/title_abstract: 32,768/52,000; reused 1024, new 0
minilm/title_abstract: 33,792/52,000; reused 1024, new 0
minilm/title_abstract: 34,816/52,000; reused 1024, new 0
minilm/title_abstract: 35,840/52,000; reused 1024, new 0
minilm/title_abstract: 36,864/52,000; reused 1024, new 0
minilm/title_abstract: 37,888/52,000; reused 1024, new 0
minilm/title_abstract: 38,912/52,000; reused 1024, new 0
minilm/title_abstract: 39,936/52,000; reused 1024, new 0
minilm/title_abstract: 40,960/52,000; reused 1024, new 0
minilm/title_abstract: 41,984/52,000; reused 1024, new 0
minilm/title_abstract: 43,008/52,000; reused 1024, new 0
minilm/title_abstract: 44,032/52,000; reused 1024, new 0
minilm/title_abstract: 45,056/52,000; reused 1024, new 0
minilm/title_abstract: 46,080/52,000; reused 1024, new 0
minilm/title_abstract: 47,104/52,000; reused 1024, new 0
minilm/title_abstract: 48,128/52,000; reused 1024, new 0
minilm/title_abstract: 49,152/52,000; reused 1024, new 0
minilm/title_abstract: 50,176/52,000; reused 1024, new 0
minilm/title_abstract: 51,200/52,000; reused 1024, new 0
minilm/title_abstract: 52,000/52,000; reused 800, new 0
`torch_dtype` is deprecated! Use `dtype` instead!
minilm/title: 3,072/52,000; reused 498, new 526
minilm/title: 4,096/52,000; reused 521, new 503
minilm/title: 5,120/52,000; reused 521, new 503
minilm/title: 6,144/52,000; reused 526, new 498
minilm/title: 7,168/52,000; reused 520, new 504
minilm/title: 8,192/52,000; reused 499, new 525
minilm/title: 9,216/52,000; reused 492, new 532
minilm/title: 10,240/52,000; reused 512, new 512
minilm/title: 11,264/52,000; reused 535, new 489
minilm/title: 12,288/52,000; reused 527, new 497
minilm/title: 13,312/52,000; reused 508, new 516
minilm/title: 14,336/52,000; reused 515, new 509
minilm/title: 15,360/52,000; reused 497, new 527
minilm/title: 16,384/52,000; reused 543, new 481
minilm/title: 17,408/52,000; reused 527, new 497
minilm/title: 18,432/52,000; reused 522, new 502
minilm/title: 19,456/52,000; reused 537, new 487
minilm/title: 20,480/52,000; reused 531, new 493
minilm/title: 21,504/52,000; reused 529, new 495
minilm/title: 22,528/52,000; reused 515, new 509
minilm/title: 23,552/52,000; reused 517, new 507
minilm/title: 24,576/52,000; reused 510, new 514
minilm/title: 25,600/52,000; reused 491, new 533
minilm/title: 26,624/52,000; reused 512, new 512
minilm/title: 27,648/52,000; reused 520, new 504
minilm/title: 28,672/52,000; reused 510, new 514
minilm/title: 29,696/52,000; reused 460, new 564
minilm/title: 30,720/52,000; reused 479, new 545
minilm/title: 31,744/52,000; reused 511, new 513
minilm/title: 32,768/52,000; reused 487, new 537
minilm/title: 33,792/52,000; reused 510, new 514
minilm/title: 34,816/52,000; reused 498, new 526
minilm/title: 35,840/52,000; reused 519, new 505
minilm/title: 36,864/52,000; reused 496, new 528
minilm/title: 37,888/52,000; reused 524, new 500
minilm/title: 38,912/52,000; reused 500, new 524
minilm/title: 39,936/52,000; reused 518, new 506
minilm/title: 40,960/52,000; reused 517, new 507
minilm/title: 41,984/52,000; reused 514, new 510
minilm/title: 43,008/52,000; reused 498, new 526
minilm/title: 44,032/52,000; reused 509, new 515
minilm/title: 45,056/52,000; reused 523, new 501
minilm/title: 46,080/52,000; reused 510, new 514
minilm/title: 47,104/52,000; reused 507, new 517
minilm/title: 48,128/52,000; reused 512, new 512
minilm/title: 49,152/52,000; reused 520, new 504
minilm/title: 50,176/52,000; reused 507, new 517
minilm/title: 51,200/52,000; reused 508, new 516
minilm/title: 52,000/52,000; reused 393, new 407
minilm/abstract: 1,024/52,000; reused 521, new 503
minilm/abstract: 2,048/52,000; reused 524, new 500
minilm/abstract: 3,072/52,000; reused 498, new 526
minilm/abstract: 4,096/52,000; reused 521, new 503
minilm/abstract: 5,120/52,000; reused 521, new 503
minilm/abstract: 6,144/52,000; reused 526, new 498
minilm/abstract: 7,168/52,000; reused 520, new 504
minilm/abstract: 8,192/52,000; reused 499, new 525
minilm/abstract: 9,216/52,000; reused 492, new 532
minilm/abstract: 10,240/52,000; reused 512, new 512
minilm/abstract: 11,264/52,000; reused 535, new 489
minilm/abstract: 12,288/52,000; reused 527, new 497
minilm/abstract: 13,312/52,000; reused 508, new 516
minilm/abstract: 14,336/52,000; reused 515, new 509
minilm/abstract: 15,360/52,000; reused 497, new 527
minilm/abstract: 16,384/52,000; reused 543, new 481
minilm/abstract: 17,408/52,000; reused 527, new 497
minilm/abstract: 18,432/52,000; reused 522, new 502
minilm/abstract: 19,456/52,000; reused 537, new 487
minilm/abstract: 20,480/52,000; reused 531, new 493
minilm/abstract: 21,504/52,000; reused 529, new 495
minilm/abstract: 22,528/52,000; reused 515, new 509
minilm/abstract: 23,552/52,000; reused 517, new 507
minilm/abstract: 24,576/52,000; reused 510, new 514
minilm/abstract: 25,600/52,000; reused 491, new 533
minilm/abstract: 26,624/52,000; reused 512, new 512
minilm/abstract: 27,648/52,000; reused 520, new 504
minilm/abstract: 28,672/52,000; reused 510, new 514
minilm/abstract: 29,696/52,000; reused 460, new 564
minilm/abstract: 30,720/52,000; reused 479, new 545
minilm/abstract: 31,744/52,000; reused 511, new 513
minilm/abstract: 32,768/52,000; reused 487, new 537
minilm/abstract: 33,792/52,000; reused 510, new 514
minilm/abstract: 34,816/52,000; reused 498, new 526
minilm/abstract: 35,840/52,000; reused 519, new 505
minilm/abstract: 36,864/52,000; reused 496, new 528
